precision,recall,f1,number,category,fold,epoch,label_type,data_sample,model_type,accuracy,steps
0.5652173913043478,0.6290322580645161,0.5954198473282443,62.0,BEHÖRDE,0,0.1,OutDomain,v4,Large,,0
0.5217391304347826,0.7346938775510204,0.6101694915254238,49.0,BEHÖRDE,0,0.2,OutDomain,v4,Large,,1
0.30434782608695654,0.6,0.40384615384615385,35.0,BEHÖRDE,0,0.3,OutDomain,v4,Large,,2
0.2898550724637681,0.6666666666666666,0.40404040404040403,30.0,BEHÖRDE,0,0.4,OutDomain,v4,Large,,3
0.2753623188405797,0.6551724137931034,0.38775510204081637,29.0,BEHÖRDE,0,0.5,OutDomain,v4,Large,,4
0.36231884057971014,0.6756756756756757,0.4716981132075472,37.0,BEHÖRDE,0,0.6,OutDomain,v4,Large,,5
0.2463768115942029,0.5862068965517241,0.3469387755102041,29.0,BEHÖRDE,0,0.7,OutDomain,v4,Large,,6
0.21739130434782608,0.5555555555555556,0.3125,27.0,BEHÖRDE,0,0.8,OutDomain,v4,Large,,7
0.3333333333333333,0.6571428571428571,0.4423076923076923,35.0,BEHÖRDE,0,0.9,OutDomain,v4,Large,,8
0.42028985507246375,0.7631578947368421,0.5420560747663552,38.0,BEHÖRDE,0,1.0,OutDomain,v4,Large,,9
0.5362318840579711,0.8043478260869565,0.6434782608695652,46.0,BEHÖRDE,0,1.1,OutDomain,v4,Large,,10
0.5362318840579711,0.7708333333333334,0.6324786324786326,48.0,BEHÖRDE,0,1.2,OutDomain,v4,Large,,11
0.4492753623188406,0.7560975609756098,0.5636363636363636,41.0,BEHÖRDE,0,1.3,OutDomain,v4,Large,,12
0.34782608695652173,0.7058823529411765,0.4660194174757282,34.0,BEHÖRDE,0,1.4,OutDomain,v4,Large,,13
0.42028985507246375,0.7631578947368421,0.5420560747663552,38.0,BEHÖRDE,0,1.5,OutDomain,v4,Large,,14
0.42028985507246375,0.7435897435897436,0.537037037037037,39.0,BEHÖRDE,0,1.6,OutDomain,v4,Large,,15
0.463768115942029,0.7272727272727273,0.5663716814159292,44.0,BEHÖRDE,0,1.7,OutDomain,v4,Large,,16
0.4782608695652174,0.7857142857142857,0.5945945945945946,42.0,BEHÖRDE,0,1.8,OutDomain,v4,Large,,17
0.5072463768115942,0.7777777777777778,0.6140350877192984,45.0,BEHÖRDE,0,1.9,OutDomain,v4,Large,,18
0.4492753623188406,0.7560975609756098,0.5636363636363636,41.0,BEHÖRDE,0,2.0,OutDomain,v4,Large,,19
0.5217391304347826,0.8181818181818182,0.6371681415929203,44.0,BEHÖRDE,0,2.1,OutDomain,v4,Large,,20
0.5507246376811594,0.7755102040816326,0.6440677966101694,49.0,BEHÖRDE,0,2.2,OutDomain,v4,Large,,21
0.5362318840579711,0.7551020408163265,0.6271186440677967,49.0,BEHÖRDE,0,2.3,OutDomain,v4,Large,,22
0.4927536231884058,0.8292682926829268,0.6181818181818182,41.0,BEHÖRDE,0,2.4,OutDomain,v4,Large,,23
0.4057971014492754,0.8235294117647058,0.5436893203883495,34.0,BEHÖRDE,0,2.5,OutDomain,v4,Large,,24
0.4057971014492754,0.8484848484848485,0.5490196078431372,33.0,BEHÖRDE,0,2.6,OutDomain,v4,Large,,25
0.391304347826087,0.8709677419354839,0.54,31.0,BEHÖRDE,0,2.7,OutDomain,v4,Large,,26
0.463768115942029,0.8,0.5871559633027522,40.0,BEHÖRDE,0,2.8,OutDomain,v4,Large,,27
0.463768115942029,0.7272727272727273,0.5663716814159292,44.0,BEHÖRDE,0,2.9,OutDomain,v4,Large,,28
0.42028985507246375,0.725,0.5321100917431193,40.0,BEHÖRDE,0,3.0,OutDomain,v4,Large,,29
0.4057971014492754,0.6829268292682927,0.509090909090909,41.0,BEHÖRDE,0,3.1,OutDomain,v4,Large,,30
0.5217391304347826,0.8181818181818182,0.6371681415929203,44.0,BEHÖRDE,0,3.2,OutDomain,v4,Large,,31
0.43478260869565216,0.7692307692307693,0.5555555555555555,39.0,BEHÖRDE,0,3.3,OutDomain,v4,Large,,32
0.463768115942029,0.7619047619047619,0.5765765765765766,42.0,BEHÖRDE,0,3.4,OutDomain,v4,Large,,33
0.463768115942029,0.7441860465116279,0.5714285714285714,43.0,BEHÖRDE,0,3.5,OutDomain,v4,Large,,34
0.4492753623188406,0.7045454545454546,0.5486725663716815,44.0,BEHÖRDE,0,3.6,OutDomain,v4,Large,,35
0.43478260869565216,0.7142857142857143,0.5405405405405405,42.0,BEHÖRDE,0,3.7,OutDomain,v4,Large,,36
0.43478260869565216,0.7692307692307693,0.5555555555555555,39.0,BEHÖRDE,0,3.8,OutDomain,v4,Large,,37
0.463768115942029,0.7441860465116279,0.5714285714285714,43.0,BEHÖRDE,0,3.9,OutDomain,v4,Large,,38
0.4782608695652174,0.7333333333333333,0.5789473684210527,45.0,BEHÖRDE,0,4.0,OutDomain,v4,Large,,39
0.5362318840579711,0.7872340425531915,0.6379310344827587,47.0,BEHÖRDE,0,4.1,OutDomain,v4,Large,,40
0.5797101449275363,0.7843137254901961,0.6666666666666666,51.0,BEHÖRDE,0,4.2,OutDomain,v4,Large,,41
0.5072463768115942,0.7777777777777778,0.6140350877192984,45.0,BEHÖRDE,0,4.3,OutDomain,v4,Large,,42
0.463768115942029,0.7441860465116279,0.5714285714285714,43.0,BEHÖRDE,0,4.4,OutDomain,v4,Large,,43
0.42028985507246375,0.7073170731707317,0.5272727272727273,41.0,BEHÖRDE,0,4.5,OutDomain,v4,Large,,44
