precision,recall,f1,number,category,fold,epoch,label_type,data_sample,model_type,accuracy,steps
0.2857142857142857,0.2222222222222222,0.25,9.0,BEHÖRDE,0,0.1,Twitter,v3,Large,,0
0.2857142857142857,0.25,0.26666666666666666,8.0,BEHÖRDE,0,0.2,Twitter,v3,Large,,1
0.2857142857142857,0.2857142857142857,0.2857142857142857,7.0,BEHÖRDE,0,0.3,Twitter,v3,Large,,2
0.14285714285714285,0.3333333333333333,0.2,3.0,BEHÖRDE,0,0.4,Twitter,v3,Large,,3
0.14285714285714285,0.5,0.22222222222222224,2.0,BEHÖRDE,0,0.5,Twitter,v3,Large,,4
0.14285714285714285,0.5,0.22222222222222224,2.0,BEHÖRDE,0,0.6,Twitter,v3,Large,,5
0.14285714285714285,0.5,0.22222222222222224,2.0,BEHÖRDE,0,0.7,Twitter,v3,Large,,6
0.14285714285714285,0.5,0.22222222222222224,2.0,BEHÖRDE,0,0.8,Twitter,v3,Large,,7
0.14285714285714285,0.3333333333333333,0.2,3.0,BEHÖRDE,0,0.9,Twitter,v3,Large,,8
0.14285714285714285,0.3333333333333333,0.2,3.0,BEHÖRDE,0,1.0,Twitter,v3,Large,,9
0.14285714285714285,0.3333333333333333,0.2,3.0,BEHÖRDE,0,1.1,Twitter,v3,Large,,10
0.14285714285714285,0.3333333333333333,0.2,3.0,BEHÖRDE,0,1.2,Twitter,v3,Large,,11
0.14285714285714285,0.3333333333333333,0.2,3.0,BEHÖRDE,0,1.3,Twitter,v3,Large,,12
0.14285714285714285,0.5,0.22222222222222224,2.0,BEHÖRDE,0,1.4,Twitter,v3,Large,,13
0.14285714285714285,0.5,0.22222222222222224,2.0,BEHÖRDE,0,1.5,Twitter,v3,Large,,14
0.14285714285714285,0.5,0.22222222222222224,2.0,BEHÖRDE,0,1.6,Twitter,v3,Large,,15
0.14285714285714285,0.5,0.22222222222222224,2.0,BEHÖRDE,0,1.7,Twitter,v3,Large,,16
0.14285714285714285,0.5,0.22222222222222224,2.0,BEHÖRDE,0,1.8,Twitter,v3,Large,,17
0.14285714285714285,0.3333333333333333,0.2,3.0,BEHÖRDE,0,1.9,Twitter,v3,Large,,18
0.14285714285714285,0.3333333333333333,0.2,3.0,BEHÖRDE,0,2.0,Twitter,v3,Large,,19
0.14285714285714285,0.3333333333333333,0.2,3.0,BEHÖRDE,0,2.1,Twitter,v3,Large,,20
0.14285714285714285,0.3333333333333333,0.2,3.0,BEHÖRDE,0,2.2,Twitter,v3,Large,,21
0.14285714285714285,0.5,0.22222222222222224,2.0,BEHÖRDE,0,2.3,Twitter,v3,Large,,22
0.14285714285714285,0.5,0.22222222222222224,2.0,BEHÖRDE,0,2.4,Twitter,v3,Large,,23
0.14285714285714285,0.5,0.22222222222222224,2.0,BEHÖRDE,0,2.5,Twitter,v3,Large,,24
0.14285714285714285,0.5,0.22222222222222224,2.0,BEHÖRDE,0,2.6,Twitter,v3,Large,,25
0.14285714285714285,0.5,0.22222222222222224,2.0,BEHÖRDE,0,2.7,Twitter,v3,Large,,26
0.14285714285714285,0.5,0.22222222222222224,2.0,BEHÖRDE,0,2.8,Twitter,v3,Large,,27
0.14285714285714285,0.5,0.22222222222222224,2.0,BEHÖRDE,0,2.9,Twitter,v3,Large,,28
0.14285714285714285,0.5,0.22222222222222224,2.0,BEHÖRDE,0,3.0,Twitter,v3,Large,,29
0.14285714285714285,0.3333333333333333,0.2,3.0,BEHÖRDE,0,3.1,Twitter,v3,Large,,30
0.14285714285714285,0.3333333333333333,0.2,3.0,BEHÖRDE,0,3.2,Twitter,v3,Large,,31
0.14285714285714285,0.5,0.22222222222222224,2.0,BEHÖRDE,0,3.3,Twitter,v3,Large,,32
0.14285714285714285,0.5,0.22222222222222224,2.0,BEHÖRDE,0,3.4,Twitter,v3,Large,,33
0.14285714285714285,0.5,0.22222222222222224,2.0,BEHÖRDE,0,3.5,Twitter,v3,Large,,34
0.14285714285714285,0.5,0.22222222222222224,2.0,BEHÖRDE,0,3.6,Twitter,v3,Large,,35
0.14285714285714285,0.5,0.22222222222222224,2.0,BEHÖRDE,0,3.7,Twitter,v3,Large,,36
0.14285714285714285,0.5,0.22222222222222224,2.0,BEHÖRDE,0,3.8,Twitter,v3,Large,,37
0.14285714285714285,0.5,0.22222222222222224,2.0,BEHÖRDE,0,3.9,Twitter,v3,Large,,38
0.14285714285714285,0.5,0.22222222222222224,2.0,BEHÖRDE,0,4.0,Twitter,v3,Large,,39
0.14285714285714285,0.3333333333333333,0.2,3.0,BEHÖRDE,0,4.1,Twitter,v3,Large,,40
0.14285714285714285,0.3333333333333333,0.2,3.0,BEHÖRDE,0,4.2,Twitter,v3,Large,,41
0.14285714285714285,0.5,0.22222222222222224,2.0,BEHÖRDE,0,4.3,Twitter,v3,Large,,42
