Label,Seed,Trainsize,NumEntities,UniqueEntities,AvgTokens,Lang,Model,F1
BEHÖRDE,6378,230,90,40,2.6,Spanish,Base,0.7843137254901961
JOURNALIST,6378,230,2,2,2.0,Spanish,Base,0.0
MEDIEN,6378,230,27,26,1.7407407407407407,Spanish,Base,1.0
PARTEI,6378,230,59,27,1.5593220338983051,Spanish,Base,0.924731182795699
POLITIKER,6378,230,100,72,2.39,Spanish,Base,0.9142857142857144
BEHÖRDE,6378,240,91,40,2.5934065934065935,Spanish,Base,0.7692307692307692
JOURNALIST,6378,240,2,2,2.0,Spanish,Base,1.0
MEDIEN,6378,240,28,27,1.75,Spanish,Base,1.0
PARTEI,6378,240,67,30,1.5970149253731343,Spanish,Base,0.9565217391304348
POLITIKER,6378,240,105,75,2.4380952380952383,Spanish,Base,0.8857142857142858
BEHÖRDE,6378,241,91,40,2.5934065934065935,Spanish,Base,0.7878787878787878
JOURNALIST,6378,241,2,2,2.0,Spanish,Base,0.0
MEDIEN,6378,241,28,27,1.75,Spanish,Base,0.9
PARTEI,6378,241,67,30,1.5970149253731343,Spanish,Base,0.9148936170212768
POLITIKER,6378,241,105,75,2.4380952380952383,Spanish,Base,0.911764705882353
BEHÖRDE,7317,20,5,5,3.4,Spanish,Base,0.4864864864864864
JOURNALIST,7317,20,0,0,0.0,Spanish,Base,1.0
MEDIEN,7317,20,0,0,0.0,Spanish,Base,0.3333333333333333
PARTEI,7317,20,6,5,1.5,Spanish,Base,0.7945205479452054
POLITIKER,7317,20,4,4,4.0,Spanish,Base,0.7741935483870968
BEHÖRDE,7317,30,7,5,3.2857142857142856,Spanish,Base,0.5217391304347827
JOURNALIST,7317,30,0,0,0.0,Spanish,Base,1.0
MEDIEN,7317,30,0,0,0.0,Spanish,Base,0.3636363636363636
PARTEI,7317,30,10,5,1.3,Spanish,Base,0.8115942028985507
POLITIKER,7317,30,8,7,3.0,Spanish,Base,0.7608695652173914
BEHÖRDE,7317,40,14,10,3.0,Spanish,Base,0.5352112676056338
JOURNALIST,7317,40,0,0,0.0,Spanish,Base,1.0
MEDIEN,7317,40,0,0,0.0,Spanish,Base,0.3076923076923076
PARTEI,7317,40,10,5,1.3,Spanish,Base,0.8115942028985507
POLITIKER,7317,40,11,10,2.909090909090909,Spanish,Base,0.7578947368421053
BEHÖRDE,7317,50,18,14,3.0555555555555554,Spanish,Base,0.5675675675675675
JOURNALIST,7317,50,0,0,0.0,Spanish,Base,1.0
MEDIEN,7317,50,0,0,0.0,Spanish,Base,0.6
PARTEI,7317,50,15,6,1.2666666666666666,Spanish,Base,0.8484848484848485
POLITIKER,7317,50,17,15,2.7058823529411766,Spanish,Base,0.7659574468085107
BEHÖRDE,7317,60,21,15,2.9047619047619047,Spanish,Base,0.5974025974025974
JOURNALIST,7317,60,1,1,2.0,Spanish,Base,1.0
MEDIEN,7317,60,1,1,2.0,Spanish,Base,0.3333333333333333
PARTEI,7317,60,20,9,1.5,Spanish,Base,0.8115942028985507
POLITIKER,7317,60,19,16,2.5789473684210527,Spanish,Base,0.7578947368421053
BEHÖRDE,7317,70,26,18,2.6923076923076925,Spanish,Base,0.6
JOURNALIST,7317,70,1,1,2.0,Spanish,Base,1.0
MEDIEN,7317,70,1,1,2.0,Spanish,Base,0.5
PARTEI,7317,70,21,9,1.4761904761904763,Spanish,Base,0.7945205479452054
POLITIKER,7317,70,21,17,2.4285714285714284,Spanish,Base,0.7446808510638298
BEHÖRDE,7317,80,32,19,2.59375,Spanish,Base,0.6153846153846153
JOURNALIST,7317,80,1,1,2.0,Spanish,Base,1.0
MEDIEN,7317,80,1,1,2.0,Spanish,Base,0.5
PARTEI,7317,80,22,9,1.4545454545454546,Spanish,Base,0.8059701492537314
POLITIKER,7317,80,28,21,2.25,Spanish,Base,0.7578947368421053
BEHÖRDE,7317,90,41,21,2.682926829268293,Spanish,Base,0.5977011494252874
JOURNALIST,7317,90,1,1,2.0,Spanish,Base,1.0
MEDIEN,7317,90,2,2,2.0,Spanish,Base,0.6666666666666666
PARTEI,7317,90,23,9,1.434782608695652,Spanish,Base,0.8656716417910447
POLITIKER,7317,90,30,23,2.3,Spanish,Base,0.7578947368421053
BEHÖRDE,7317,100,46,23,2.5652173913043477,Spanish,Base,0.6578947368421052
JOURNALIST,7317,100,1,1,2.0,Spanish,Base,1.0
MEDIEN,7317,100,2,2,2.0,Spanish,Base,0.5
PARTEI,7317,100,23,9,1.434782608695652,Spanish,Base,0.7999999999999999
POLITIKER,7317,100,35,27,2.342857142857143,Spanish,Base,0.7578947368421053
BEHÖRDE,7317,110,49,25,2.510204081632653,Spanish,Base,0.6419753086419753
JOURNALIST,7317,110,1,1,2.0,Spanish,Base,0.8
MEDIEN,7317,110,2,2,2.0,Spanish,Base,0.6666666666666666
PARTEI,7317,110,24,9,1.4166666666666667,Spanish,Base,0.8656716417910447
POLITIKER,7317,110,38,30,2.3947368421052633,Spanish,Base,0.76
BEHÖRDE,7317,120,53,26,2.490566037735849,Spanish,Base,0.7160493827160493
JOURNALIST,7317,120,1,1,2.0,Spanish,Base,1.0
MEDIEN,7317,120,3,3,2.0,Spanish,Base,0.2857142857142857
PARTEI,7317,120,24,9,1.4166666666666667,Spanish,Base,0.8529411764705882
POLITIKER,7317,120,42,34,2.4523809523809526,Spanish,Base,0.76
BEHÖRDE,7317,130,57,28,2.508771929824561,Spanish,Base,0.6419753086419753
JOURNALIST,7317,130,1,1,2.0,Spanish,Base,1.0
MEDIEN,7317,130,3,3,2.0,Spanish,Base,0.6153846153846153
PARTEI,7317,130,28,10,1.3571428571428572,Spanish,Base,0.8571428571428571
POLITIKER,7317,130,43,35,2.441860465116279,Spanish,Base,0.7708333333333333
BEHÖRDE,7317,140,61,29,2.4262295081967213,Spanish,Base,0.6575342465753423
JOURNALIST,7317,140,1,1,2.0,Spanish,Base,1.0
MEDIEN,7317,140,3,3,2.0,Spanish,Base,0.6153846153846153
PARTEI,7317,140,28,10,1.3571428571428572,Spanish,Base,0.8405797101449276
POLITIKER,7317,140,46,37,2.5,Spanish,Base,0.7865168539325843
BEHÖRDE,7317,150,66,30,2.409090909090909,Spanish,Base,0.6829268292682927
JOURNALIST,7317,150,1,1,2.0,Spanish,Base,1.0
MEDIEN,7317,150,3,3,2.0,Spanish,Base,0.6
PARTEI,7317,150,33,13,1.3333333333333333,Spanish,Base,0.8529411764705882
POLITIKER,7317,150,52,40,2.4038461538461537,Spanish,Base,0.8222222222222223
BEHÖRDE,7317,160,72,34,2.5,Spanish,Base,0.6399999999999999
JOURNALIST,7317,160,1,1,2.0,Spanish,Base,1.0
MEDIEN,7317,160,3,3,2.0,Spanish,Base,0.6
PARTEI,7317,160,38,18,1.6578947368421053,Spanish,Base,0.8787878787878787
POLITIKER,7317,160,71,55,2.5211267605633805,Spanish,Base,0.8222222222222223
BEHÖRDE,7317,170,74,36,2.6486486486486487,Spanish,Base,0.6823529411764705
JOURNALIST,7317,170,1,1,2.0,Spanish,Base,1.0
MEDIEN,7317,170,9,8,1.8888888888888888,Spanish,Base,0.5333333333333333
PARTEI,7317,170,45,19,1.5555555555555556,Spanish,Base,0.8823529411764706
POLITIKER,7317,170,74,56,2.5135135135135136,Spanish,Base,0.8260869565217391
BEHÖRDE,7317,180,76,36,2.6184210526315788,Spanish,Base,0.675
JOURNALIST,7317,180,1,1,2.0,Spanish,Base,0.8
MEDIEN,7317,180,9,8,1.8888888888888888,Spanish,Base,0.6153846153846153
PARTEI,7317,180,49,21,1.5510204081632653,Spanish,Base,0.8656716417910447
POLITIKER,7317,180,75,56,2.493333333333333,Spanish,Base,0.8043478260869567
BEHÖRDE,7317,190,85,39,2.588235294117647,Spanish,Base,0.674698795180723
JOURNALIST,7317,190,1,1,2.0,Spanish,Base,1.0
MEDIEN,7317,190,9,8,1.8888888888888888,Spanish,Base,0.5714285714285714
PARTEI,7317,190,50,21,1.54,Spanish,Base,0.8985507246376812
POLITIKER,7317,190,79,58,2.481012658227848,Spanish,Base,0.8
BEHÖRDE,7317,200,88,40,2.625,Spanish,Base,0.6835443037974684
JOURNALIST,7317,200,1,1,2.0,Spanish,Base,1.0
MEDIEN,7317,200,9,8,1.8888888888888888,Spanish,Base,0.5454545454545454
PARTEI,7317,200,58,24,1.5517241379310345,Spanish,Base,0.8695652173913043
POLITIKER,7317,200,86,64,2.5232558139534884,Spanish,Base,0.8314606741573033
BEHÖRDE,7317,210,91,40,2.5824175824175826,Spanish,Base,0.6428571428571429
JOURNALIST,7317,210,1,1,2.0,Spanish,Base,1.0
MEDIEN,7317,210,24,22,1.7916666666666667,Spanish,Base,0.7692307692307692
PARTEI,7317,210,62,24,1.5161290322580645,Spanish,Base,0.8529411764705882
POLITIKER,7317,210,86,64,2.5232558139534884,Spanish,Base,0.8089887640449439
BEHÖRDE,7317,220,92,40,2.5760869565217392,Spanish,Base,0.691358024691358
JOURNALIST,7317,220,1,1,2.0,Spanish,Base,0.8
MEDIEN,7317,220,30,26,1.7333333333333334,Spanish,Base,0.7142857142857143
PARTEI,7317,220,64,25,1.59375,Spanish,Base,0.9117647058823528
POLITIKER,7317,220,89,64,2.5168539325842696,Spanish,Base,0.8089887640449439
BEHÖRDE,7317,230,95,42,2.5789473684210527,Spanish,Base,0.691358024691358
JOURNALIST,7317,230,1,1,2.0,Spanish,Base,0.8
MEDIEN,7317,230,30,26,1.7333333333333334,Spanish,Base,0.6666666666666666
PARTEI,7317,230,74,26,1.5945945945945945,Spanish,Base,0.9142857142857144
POLITIKER,7317,230,94,67,2.4893617021276597,Spanish,Base,0.8
BEHÖRDE,7317,240,102,44,2.5686274509803924,Spanish,Base,0.691358024691358
JOURNALIST,7317,240,1,1,2.0,Spanish,Base,0.8
MEDIEN,7317,240,30,26,1.7333333333333334,Spanish,Base,0.4615384615384615
PARTEI,7317,240,78,28,1.6282051282051282,Spanish,Base,0.8955223880597014
POLITIKER,7317,240,97,69,2.463917525773196,Spanish,Base,0.8222222222222223
BEHÖRDE,7317,241,103,44,2.5533980582524274,Spanish,Base,0.65
JOURNALIST,7317,241,1,1,2.0,Spanish,Base,0.8
MEDIEN,7317,241,30,26,1.7333333333333334,Spanish,Base,0.6153846153846153
PARTEI,7317,241,78,28,1.6282051282051282,Spanish,Base,0.9142857142857144
POLITIKER,7317,241,97,69,2.463917525773196,Spanish,Base,0.7912087912087913
BEHÖRDE,9356,20,7,7,3.142857142857143,Spanish,Base,0.6666666666666666
JOURNALIST,9356,20,0,0,0.0,Spanish,Base,0.8
MEDIEN,9356,20,0,0,0.0,Spanish,Base,0.5714285714285715
PARTEI,9356,20,7,6,1.1428571428571428,Spanish,Base,0.8409090909090909
POLITIKER,9356,20,16,16,2.875,Spanish,Base,0.7199999999999999
BEHÖRDE,9356,30,7,7,3.142857142857143,Spanish,Base,0.6857142857142857
JOURNALIST,9356,30,0,0,0.0,Spanish,Base,0.8
MEDIEN,9356,30,0,0,0.0,Spanish,Base,0.5714285714285715
PARTEI,9356,30,8,7,1.25,Spanish,Base,0.8409090909090909
POLITIKER,9356,30,31,29,2.4838709677419355,Spanish,Base,0.7999999999999999
BEHÖRDE,9356,40,13,10,2.3846153846153846,Spanish,Base,0.5333333333333333
JOURNALIST,9356,40,0,0,0.0,Spanish,Base,0.8
MEDIEN,9356,40,1,1,2.0,Spanish,Base,0.5714285714285715
PARTEI,9356,40,8,7,1.25,Spanish,Base,0.8837209302325582
POLITIKER,9356,40,34,30,2.3823529411764706,Spanish,Base,0.759493670886076
BEHÖRDE,9356,50,16,13,2.4375,Spanish,Base,0.6478873239436621
JOURNALIST,9356,50,0,0,0.0,Spanish,Base,1.0
MEDIEN,9356,50,1,1,2.0,Spanish,Base,0.8
PARTEI,9356,50,14,13,1.7142857142857142,Spanish,Base,0.8571428571428572
POLITIKER,9356,50,38,33,2.3947368421052633,Spanish,Base,0.8101265822784809
BEHÖRDE,9356,60,21,16,2.2857142857142856,Spanish,Base,0.6666666666666666
JOURNALIST,9356,60,0,0,0.0,Spanish,Base,1.0
MEDIEN,9356,60,1,1,2.0,Spanish,Base,0.5714285714285715
PARTEI,9356,60,15,13,1.6666666666666667,Spanish,Base,0.8666666666666666
POLITIKER,9356,60,41,35,2.4146341463414633,Spanish,Base,0.7999999999999999
BEHÖRDE,9356,70,28,20,2.1785714285714284,Spanish,Base,0.65625
JOURNALIST,9356,70,0,0,0.0,Spanish,Base,1.0
MEDIEN,9356,70,7,6,1.5714285714285714,Spanish,Base,0.6666666666666666
PARTEI,9356,70,15,13,1.6666666666666667,Spanish,Base,0.8539325842696629
POLITIKER,9356,70,44,36,2.3636363636363638,Spanish,Base,0.7792207792207793
BEHÖRDE,9356,80,29,20,2.1379310344827585,Spanish,Base,0.6875
JOURNALIST,9356,80,0,0,0.0,Spanish,Base,0.8
MEDIEN,9356,80,7,6,1.5714285714285714,Spanish,Base,0.0
PARTEI,9356,80,16,14,1.6875,Spanish,Base,0.8941176470588236
POLITIKER,9356,80,50,40,2.38,Spanish,Base,0.7894736842105262
BEHÖRDE,9356,90,34,23,2.176470588235294,Spanish,Base,0.6376811594202899
JOURNALIST,9356,90,1,1,2.0,Spanish,Base,0.8
MEDIEN,9356,90,8,7,1.625,Spanish,Base,0.5
PARTEI,9356,90,17,14,1.6470588235294117,Spanish,Base,0.8636363636363636
POLITIKER,9356,90,51,41,2.372549019607843,Spanish,Base,0.8717948717948718
BEHÖRDE,9356,100,36,23,2.1666666666666665,Spanish,Base,0.6363636363636365
JOURNALIST,9356,100,1,1,2.0,Spanish,Base,0.8
MEDIEN,9356,100,8,7,1.625,Spanish,Base,0.6666666666666666
PARTEI,9356,100,22,17,1.5909090909090908,Spanish,Base,0.8863636363636364
POLITIKER,9356,100,55,43,2.381818181818182,Spanish,Base,0.8571428571428571
BEHÖRDE,9356,110,37,23,2.135135135135135,Spanish,Base,0.7301587301587302
JOURNALIST,9356,110,1,1,2.0,Spanish,Base,0.6666666666666666
MEDIEN,9356,110,15,12,1.7333333333333334,Spanish,Base,0.3333333333333333
PARTEI,9356,110,24,17,1.5416666666666667,Spanish,Base,0.8837209302325582
POLITIKER,9356,110,58,44,2.3793103448275863,Spanish,Base,0.8461538461538461
BEHÖRDE,9356,120,41,25,2.1219512195121952,Spanish,Base,0.7058823529411765
JOURNALIST,9356,120,1,1,2.0,Spanish,Base,0.5714285714285715
MEDIEN,9356,120,15,12,1.7333333333333334,Spanish,Base,0.2857142857142857
PARTEI,9356,120,24,17,1.5416666666666667,Spanish,Base,0.9069767441860463
POLITIKER,9356,120,62,46,2.403225806451613,Spanish,Base,0.8461538461538461
BEHÖRDE,9356,130,45,27,2.1333333333333333,Spanish,Base,0.7096774193548386
JOURNALIST,9356,130,1,1,2.0,Spanish,Base,0.6666666666666666
MEDIEN,9356,130,16,13,1.75,Spanish,Base,0.5
PARTEI,9356,130,24,17,1.5416666666666667,Spanish,Base,0.9047619047619048
POLITIKER,9356,130,64,48,2.4375,Spanish,Base,0.8051948051948052
BEHÖRDE,9356,140,49,28,2.183673469387755,Spanish,Base,0.7
JOURNALIST,9356,140,1,1,2.0,Spanish,Base,0.6666666666666666
MEDIEN,9356,140,16,13,1.75,Spanish,Base,0.5
PARTEI,9356,140,31,20,1.6451612903225807,Spanish,Base,0.9047619047619048
POLITIKER,9356,140,68,52,2.4411764705882355,Spanish,Base,0.8
BEHÖRDE,9356,150,54,29,2.185185185185185,Spanish,Base,0.7213114754098361
JOURNALIST,9356,150,1,1,2.0,Spanish,Base,0.8
MEDIEN,9356,150,16,13,1.75,Spanish,Base,0.4
PARTEI,9356,150,31,20,1.6451612903225807,Spanish,Base,0.9047619047619048
POLITIKER,9356,150,78,57,2.358974358974359,Spanish,Base,0.8051948051948052
BEHÖRDE,9356,160,67,32,2.283582089552239,Spanish,Base,0.71875
JOURNALIST,9356,160,1,1,2.0,Spanish,Base,0.6666666666666666
MEDIEN,9356,160,16,13,1.75,Spanish,Base,0.5
PARTEI,9356,160,33,20,1.606060606060606,Spanish,Base,0.9047619047619048
POLITIKER,9356,160,80,57,2.35,Spanish,Base,0.8311688311688312
BEHÖRDE,9356,170,72,32,2.263888888888889,Spanish,Base,0.6885245901639343
JOURNALIST,9356,170,1,1,2.0,Spanish,Base,0.6666666666666666
MEDIEN,9356,170,17,14,1.7647058823529411,Spanish,Base,0.5
PARTEI,9356,170,37,21,1.5945945945945945,Spanish,Base,0.9047619047619048
POLITIKER,9356,170,81,57,2.3333333333333335,Spanish,Base,0.8051948051948052
BEHÖRDE,9356,180,76,32,2.263157894736842,Spanish,Base,0.6865671641791045
JOURNALIST,9356,180,1,1,2.0,Spanish,Base,0.6666666666666666
MEDIEN,9356,180,17,14,1.7647058823529411,Spanish,Base,0.6666666666666666
PARTEI,9356,180,37,21,1.5945945945945945,Spanish,Base,0.9047619047619048
POLITIKER,9356,180,87,61,2.3563218390804597,Spanish,Base,0.8051948051948052
BEHÖRDE,9356,190,78,34,2.3076923076923075,Spanish,Base,0.7272727272727272
JOURNALIST,9356,190,1,1,2.0,Spanish,Base,0.6666666666666666
MEDIEN,9356,190,18,15,1.7777777777777777,Spanish,Base,0.6666666666666666
PARTEI,9356,190,45,24,1.5777777777777777,Spanish,Base,0.9302325581395348
POLITIKER,9356,190,88,61,2.3636363636363638,Spanish,Base,0.7848101265822784
BEHÖRDE,9356,200,84,36,2.3452380952380953,Spanish,Base,0.676056338028169
JOURNALIST,9356,200,1,1,2.0,Spanish,Base,0.6666666666666666
MEDIEN,9356,200,18,15,1.7777777777777777,Spanish,Base,0.6666666666666666
PARTEI,9356,200,48,26,1.6041666666666667,Spanish,Base,0.9302325581395348
POLITIKER,9356,200,92,65,2.4130434782608696,Spanish,Base,0.8205128205128205
BEHÖRDE,9356,210,87,36,2.3448275862068964,Spanish,Base,0.7142857142857143
JOURNALIST,9356,210,1,1,2.0,Spanish,Base,0.6666666666666666
MEDIEN,9356,210,33,29,1.7575757575757576,Spanish,Base,0.6666666666666666
PARTEI,9356,210,50,26,1.58,Spanish,Base,0.9302325581395348
POLITIKER,9356,210,100,69,2.45,Spanish,Base,0.8157894736842106
BEHÖRDE,9356,220,95,38,2.3473684210526318,Spanish,Base,0.7164179104477612
JOURNALIST,9356,220,1,1,2.0,Spanish,Base,0.8
MEDIEN,9356,220,35,31,1.7714285714285714,Spanish,Base,0.6666666666666666
PARTEI,9356,220,54,27,1.537037037037037,Spanish,Base,0.9302325581395348
POLITIKER,9356,220,102,70,2.4215686274509802,Spanish,Base,0.8311688311688312
BEHÖRDE,9356,230,100,40,2.34,Spanish,Base,0.746268656716418
JOURNALIST,9356,230,1,1,2.0,Spanish,Base,0.6666666666666666
MEDIEN,9356,230,35,31,1.7714285714285714,Spanish,Base,0.6666666666666666
PARTEI,9356,230,61,28,1.4754098360655739,Spanish,Base,0.9302325581395348
POLITIKER,9356,230,102,70,2.4215686274509802,Spanish,Base,0.7948717948717949
BEHÖRDE,9356,240,104,41,2.3365384615384617,Spanish,Base,0.696969696969697
JOURNALIST,9356,240,1,1,2.0,Spanish,Base,0.6666666666666666
MEDIEN,9356,240,35,31,1.7714285714285714,Spanish,Base,1.0
PARTEI,9356,240,69,34,1.6521739130434783,Spanish,Base,0.9090909090909092
POLITIKER,9356,240,105,73,2.4380952380952383,Spanish,Base,0.8205128205128205
BEHÖRDE,9356,241,105,41,2.3333333333333335,Spanish,Base,0.7647058823529413
JOURNALIST,9356,241,1,1,2.0,Spanish,Base,0.8
MEDIEN,9356,241,35,31,1.7714285714285714,Spanish,Base,0.5
PARTEI,9356,241,71,35,1.6338028169014085,Spanish,Base,0.9302325581395348
POLITIKER,9356,241,105,73,2.4380952380952383,Spanish,Base,0.759493670886076
BEHÖRDE,5248,20,8,7,2.75,Spanish,Large,0.7272727272727272
JOURNALIST,5248,20,0,0,0.0,Spanish,Large,0.0
MEDIEN,5248,20,1,1,2.0,Spanish,Large,0.6956521739130435
PARTEI,5248,20,6,6,1.5,Spanish,Large,0.7352941176470589
POLITIKER,5248,20,17,17,2.823529411764706,Spanish,Large,0.7435897435897437
BEHÖRDE,5248,30,13,9,2.3076923076923075,Spanish,Large,0.6915887850467289
JOURNALIST,5248,30,0,0,0.0,Spanish,Large,0.0
MEDIEN,5248,30,1,1,2.0,Spanish,Large,0.7555555555555555
PARTEI,5248,30,6,6,1.5,Spanish,Large,0.59375
POLITIKER,5248,30,20,20,2.75,Spanish,Large,0.7692307692307693
BEHÖRDE,5248,40,18,12,2.111111111111111,Spanish,Large,0.6990291262135921
JOURNALIST,5248,40,0,0,0.0,Spanish,Large,0.0
MEDIEN,5248,40,1,1,2.0,Spanish,Large,0.8695652173913043
PARTEI,5248,40,9,6,1.3333333333333333,Spanish,Large,0.7384615384615384
POLITIKER,5248,40,20,20,2.75,Spanish,Large,0.725
BEHÖRDE,5248,50,22,16,2.5454545454545454,Spanish,Large,0.7207207207207207
JOURNALIST,5248,50,0,0,0.0,Spanish,Large,0.0
MEDIEN,5248,50,1,1,2.0,Spanish,Large,0.9166666666666666
PARTEI,5248,50,13,7,1.2307692307692308,Spanish,Large,0.7352941176470589
POLITIKER,5248,50,22,22,2.6363636363636362,Spanish,Large,0.6904761904761906
BEHÖRDE,5248,60,23,16,2.4782608695652173,Spanish,Large,0.7155963302752293
JOURNALIST,5248,60,0,0,0.0,Spanish,Large,0.0
MEDIEN,5248,60,1,1,2.0,Spanish,Large,0.9166666666666666
PARTEI,5248,60,13,7,1.2307692307692308,Spanish,Large,0.7164179104477613
POLITIKER,5248,60,26,24,2.3846153846153846,Spanish,Large,0.725
BEHÖRDE,5248,70,28,20,2.4285714285714284,Spanish,Large,0.7192982456140351
JOURNALIST,5248,70,0,0,0.0,Spanish,Large,0.0
MEDIEN,5248,70,1,1,2.0,Spanish,Large,0.7727272727272727
PARTEI,5248,70,16,8,1.25,Spanish,Large,0.7812499999999999
POLITIKER,5248,70,26,24,2.3846153846153846,Spanish,Large,0.7594936708860761
BEHÖRDE,5248,80,30,20,2.3666666666666667,Spanish,Large,0.7358490566037736
JOURNALIST,5248,80,0,0,0.0,Spanish,Large,0.0
MEDIEN,5248,80,1,1,2.0,Spanish,Large,0.7142857142857143
PARTEI,5248,80,17,8,1.2352941176470589,Spanish,Large,0.7096774193548386
POLITIKER,5248,80,31,27,2.2903225806451615,Spanish,Large,0.7160493827160495
BEHÖRDE,5248,90,30,20,2.3666666666666667,Spanish,Large,0.7272727272727272
JOURNALIST,5248,90,0,0,0.0,Spanish,Large,0.0
MEDIEN,5248,90,2,2,2.0,Spanish,Large,0.8936170212765957
PARTEI,5248,90,21,8,1.1904761904761905,Spanish,Large,0.7301587301587302
POLITIKER,5248,90,32,28,2.40625,Spanish,Large,0.6582278481012659
BEHÖRDE,5248,100,32,21,2.375,Spanish,Large,0.7130434782608696
JOURNALIST,5248,100,0,0,0.0,Spanish,Large,0.0
MEDIEN,5248,100,2,2,2.0,Spanish,Large,0.851063829787234
PARTEI,5248,100,22,9,1.2272727272727273,Spanish,Large,0.8181818181818182
POLITIKER,5248,100,34,30,2.411764705882353,Spanish,Large,0.6835443037974683
BEHÖRDE,5248,110,38,24,2.526315789473684,Spanish,Large,0.6666666666666666
JOURNALIST,5248,110,0,0,0.0,Spanish,Large,0.0
MEDIEN,5248,110,2,2,2.0,Spanish,Large,0.888888888888889
PARTEI,5248,110,30,14,1.3,Spanish,Large,0.8358208955223881
POLITIKER,5248,110,39,34,2.3333333333333335,Spanish,Large,0.7105263157894737
BEHÖRDE,5248,120,41,24,2.4634146341463414,Spanish,Large,0.7567567567567568
JOURNALIST,5248,120,0,0,0.0,Spanish,Large,0.0
MEDIEN,5248,120,3,3,2.0,Spanish,Large,0.851063829787234
PARTEI,5248,120,38,20,1.6578947368421053,Spanish,Large,0.8484848484848486
POLITIKER,5248,120,44,37,2.3863636363636362,Spanish,Large,0.7848101265822786
BEHÖRDE,5248,130,43,26,2.4651162790697674,Spanish,Large,0.6728971962616822
JOURNALIST,5248,130,0,0,0.0,Spanish,Large,0.0
MEDIEN,5248,130,3,3,2.0,Spanish,Large,0.9361702127659574
PARTEI,5248,130,39,21,1.6666666666666667,Spanish,Large,0.8985507246376813
POLITIKER,5248,130,48,40,2.3333333333333335,Spanish,Large,0.7407407407407408
BEHÖRDE,5248,140,48,28,2.5833333333333335,Spanish,Large,0.7850467289719626
JOURNALIST,5248,140,0,0,0.0,Spanish,Large,0.0
MEDIEN,5248,140,3,3,2.0,Spanish,Large,0.9361702127659574
PARTEI,5248,140,42,22,1.619047619047619,Spanish,Large,0.8059701492537314
POLITIKER,5248,140,51,43,2.3137254901960786,Spanish,Large,0.7848101265822786
BEHÖRDE,5248,150,49,28,2.5510204081632653,Spanish,Large,0.761904761904762
JOURNALIST,5248,150,0,0,0.0,Spanish,Large,0.0
MEDIEN,5248,150,3,3,2.0,Spanish,Large,0.8936170212765957
PARTEI,5248,150,48,22,1.5416666666666667,Spanish,Large,0.8484848484848486
POLITIKER,5248,150,53,45,2.3207547169811322,Spanish,Large,0.7848101265822786
BEHÖRDE,5248,160,51,29,2.549019607843137,Spanish,Large,0.7272727272727272
JOURNALIST,5248,160,0,0,0.0,Spanish,Large,0.0
MEDIEN,5248,160,9,9,1.6666666666666667,Spanish,Large,0.9361702127659574
PARTEI,5248,160,51,24,1.5686274509803921,Spanish,Large,0.8823529411764706
POLITIKER,5248,160,56,48,2.3214285714285716,Spanish,Large,0.7710843373493976
BEHÖRDE,5248,170,52,30,2.5576923076923075,Spanish,Large,0.7843137254901961
JOURNALIST,5248,170,1,1,2.0,Spanish,Large,0.0
MEDIEN,5248,170,10,10,1.7,Spanish,Large,0.9361702127659574
PARTEI,5248,170,53,25,1.6603773584905661,Spanish,Large,0.8787878787878788
POLITIKER,5248,170,62,54,2.338709677419355,Spanish,Large,0.7804878048780488
BEHÖRDE,5248,180,58,32,2.5689655172413794,Spanish,Large,0.7169811320754718
JOURNALIST,5248,180,1,1,2.0,Spanish,Large,0.0
MEDIEN,5248,180,11,10,1.7272727272727273,Spanish,Large,0.9361702127659574
PARTEI,5248,180,55,25,1.6363636363636365,Spanish,Large,0.8787878787878788
POLITIKER,5248,180,66,58,2.378787878787879,Spanish,Large,0.8461538461538461
BEHÖRDE,5248,190,62,32,2.532258064516129,Spanish,Large,0.7924528301886793
JOURNALIST,5248,190,1,1,2.0,Spanish,Large,0.0
MEDIEN,5248,190,13,12,1.7692307692307692,Spanish,Large,0.8260869565217391
PARTEI,5248,190,60,28,1.6166666666666667,Spanish,Large,0.8484848484848486
POLITIKER,5248,190,73,59,2.3013698630136985,Spanish,Large,0.8292682926829267
BEHÖRDE,5248,200,65,32,2.4923076923076923,Spanish,Large,0.780952380952381
JOURNALIST,5248,200,1,1,2.0,Spanish,Large,0.0
MEDIEN,5248,200,13,12,1.7692307692307692,Spanish,Large,1.0
PARTEI,5248,200,61,29,1.6229508196721312,Spanish,Large,0.8955223880597014
POLITIKER,5248,200,78,63,2.358974358974359,Spanish,Large,0.7848101265822786
BEHÖRDE,5248,210,74,37,2.5135135135135136,Spanish,Large,0.8148148148148148
JOURNALIST,5248,210,1,1,2.0,Spanish,Large,0.0
MEDIEN,5248,210,13,12,1.7692307692307692,Spanish,Large,1.0
PARTEI,5248,210,64,29,1.625,Spanish,Large,0.90625
POLITIKER,5248,210,86,65,2.3255813953488373,Spanish,Large,0.7857142857142856
BEHÖRDE,5248,220,76,39,2.513157894736842,Spanish,Large,0.761904761904762
JOURNALIST,5248,220,3,3,2.0,Spanish,Large,0.0
MEDIEN,5248,220,13,12,1.7692307692307692,Spanish,Large,0.8695652173913043
PARTEI,5248,220,66,29,1.6666666666666667,Spanish,Large,0.888888888888889
