Trainset,Model,Seed,Trainsize,Test_size,Best_step,Total_steps,OVERALL,RECALL,PRECISION,BEHÖRDE,JOURNALIST,MEDIEN,PARTEI,POLITIKER
English,Large,6378,70,68,373,700,0.8268156424581005,0.7668393782383419,0.896969696969697,0.7415730337078651,0.0,0.0,0.896551724137931,0.8571428571428571
English,Large,6378,80,68,453,800,0.8271954674220964,0.776595744680851,0.8848484848484849,0.7586206896551724,0.0,0.0,0.8148148148148148,0.8607594936708861
English,Large,6378,90,68,254,900,0.84,0.7945945945945946,0.8909090909090909,0.7674418604651163,0.0,0.0,0.896551724137931,0.8669527896995709
English,Large,6378,100,68,756,1000,0.8538681948424071,0.8097826086956522,0.9030303030303031,0.7912087912087912,0.0,0.0,0.896551724137931,0.8810572687224669
English,Large,6378,110,68,655,1100,0.839080459770115,0.7978142076502732,0.8848484848484849,0.711111111111111,0.0,0.0,0.896551724137931,0.8898678414096917
English,Large,6378,120,68,1083,1200,0.8385269121813032,0.7872340425531915,0.896969696969697,0.7777777777777778,0.0,0.0,0.8666666666666666,0.8658008658008659
English,Large,6378,130,68,750,1300,0.8426966292134832,0.7853403141361257,0.9090909090909091,0.7777777777777778,0.0,0.0,0.896551724137931,0.8680851063829788
English,Large,6378,140,68,966,1400,0.8530259365994236,0.8131868131868132,0.896969696969697,0.7912087912087912,0.0,0.0,0.8387096774193549,0.8878923766816144
English,Large,6378,150,68,1254,1500,0.8571428571428572,0.8258426966292135,0.8909090909090909,0.8181818181818182,0.0,0.0,0.8275862068965518,0.8839285714285715
English,Large,6378,157,68,687,1570,0.8563218390804598,0.8142076502732241,0.9030303030303031,0.7954545454545454,0.0,0.0,0.896551724137931,0.8820960698689956
English,Large,5248,20,68,145,200,0.7888446215139442,0.75,0.8319327731092437,0.6037735849056605,0.0,0.0,0.7272727272727272,0.8771929824561403
English,Large,5248,30,68,227,300,0.8063241106719368,0.7611940298507462,0.8571428571428571,0.5517241379310345,0.0,0.0,0.8000000000000002,0.9176470588235294
English,Large,5248,40,68,312,400,0.846774193548387,0.813953488372093,0.8823529411764706,0.6428571428571429,0.0,0.5,0.8571428571428572,0.9277108433734941
English,Large,5248,50,68,390,500,0.8207171314741035,0.7803030303030303,0.865546218487395,0.6923076923076923,0.0,0.5,0.761904761904762,0.8786127167630058
English,Large,5248,60,68,491,600,0.8192771084337349,0.7846153846153846,0.8571428571428571,0.631578947368421,0.0,0.5,0.8571428571428572,0.8915662650602411
