Trainset,Model,Seed,Trainsize,Test_size,Best_step,Total_steps,OVERALL,RECALL,PRECISION,BEHÖRDE,JOURNALIST,MEDIEN,PARTEI,POLITIKER
English,Base,5248,120,68,1058,1200,0.8188976377952756,0.7703703703703704,0.8739495798319328,0.7407407407407407,0.0,0.0,0.9090909090909091,0.8505747126436781
English,Base,5248,130,68,712,1300,0.7857142857142857,0.7443609022556391,0.8319327731092437,0.7017543859649124,0.0,0.0,0.9090909090909091,0.8165680473372781
English,Base,5248,140,68,1020,1400,0.7933884297520661,0.7804878048780488,0.8067226890756303,0.7169811320754716,0.0,0.5,0.9090909090909091,0.8098159509202455
English,Base,5248,150,68,918,1500,0.8079999999999999,0.7709923664122137,0.8487394957983193,0.7169811320754716,0.0,0.5,0.8000000000000002,0.8439306358381503
English,Base,5248,157,68,1367,1570,0.7983193277310925,0.7983193277310925,0.7983193277310925,0.7037037037037037,0.0,0.4,0.9090909090909091,0.8280254777070064
English,Base,9356,20,68,181,200,0.6985915492957746,0.6458333333333334,0.7607361963190185,0.6972477064220183,0.0,0.0,0.2,0.7533632286995516
English,Base,9356,30,68,141,300,0.7062146892655368,0.6544502617801047,0.7668711656441718,0.706896551724138,0.0,0.0,0.3,0.7534883720930233
English,Base,9356,40,68,366,400,0.780058651026393,0.7471910112359551,0.8159509202453987,0.7254901960784315,0.0,0.0,0.5599999999999999,0.8436018957345972
English,Base,9356,50,68,442,500,0.754601226993865,0.754601226993865,0.754601226993865,0.6530612244897959,0.0,0.0,0.5599999999999999,0.8399999999999999
English,Base,9356,60,68,455,600,0.7687687687687688,0.7529411764705882,0.7852760736196319,0.686868686868687,0.0,0.0,0.5599999999999999,0.8446601941747572
English,Base,9356,70,68,601,700,0.782874617737003,0.7804878048780488,0.7852760736196319,0.7216494845360826,0.0,0.0,0.6153846153846154,0.845771144278607
English,Base,9356,80,68,787,800,0.7962962962962963,0.8012422360248447,0.7914110429447853,0.7083333333333333,0.0,0.0,0.64,0.87
English,Base,9356,90,68,380,900,0.7820895522388059,0.7616279069767442,0.803680981595092,0.7184466019417475,0.0,0.0,0.6153846153846154,0.8472906403940887
English,Base,9356,100,68,922,1000,0.7904191616766467,0.7719298245614035,0.8098159509202454,0.7843137254901962,0.0,0.0,0.5599999999999999,0.8333333333333334
English,Base,9356,110,68,820,1100,0.8,0.7904191616766467,0.8098159509202454,0.76,0.0,0.0,0.6666666666666667,0.8472906403940887
English,Base,9356,120,68,643,1200,0.834319526627219,0.8057142857142857,0.8650306748466258,0.8269230769230769,0.0,0.0,0.8666666666666666,0.845771144278607
English,Base,9356,130,68,937,1300,0.8143712574850298,0.7953216374269005,0.8343558282208589,0.7676767676767676,0.0,0.0,0.896551724137931,0.8374384236453202
English,Base,9356,140,68,1069,1400,0.8348348348348348,0.8176470588235294,0.852760736196319,0.8571428571428571,0.0,0.0,0.8000000000000002,0.8415841584158417
English,Base,9356,150,68,666,1500,0.8087774294670846,0.8269230769230769,0.7914110429447853,0.7586206896551724,0.0,0.0,0.6923076923076923,0.8571428571428571
English,Base,9356,157,68,901,1570,0.8383233532934131,0.8187134502923976,0.8588957055214724,0.8484848484848485,0.0,0.0,0.7857142857142856,0.8529411764705882
