precision,recall,f1,number,category,fold,epoch,label_type,data_sample,model_type,accuracy,steps
0.5217391304347826,0.3829787234042553,0.44171779141104295,94.0,BEHÖRDE,0,0.1,OutDomain,v3,Large,,0
0.5797101449275363,0.45977011494252873,0.5128205128205129,87.0,BEHÖRDE,0,0.2,OutDomain,v3,Large,,1
0.6231884057971014,0.48314606741573035,0.5443037974683544,89.0,BEHÖRDE,0,0.3,OutDomain,v3,Large,,2
0.5507246376811594,0.48717948717948717,0.5170068027210885,78.0,BEHÖRDE,0,0.4,OutDomain,v3,Large,,3
0.5942028985507246,0.45054945054945056,0.5125,91.0,BEHÖRDE,0,0.5,OutDomain,v3,Large,,4
0.5942028985507246,0.45555555555555555,0.5157232704402516,90.0,BEHÖRDE,0,0.6,OutDomain,v3,Large,,5
0.5942028985507246,0.4659090909090909,0.5222929936305732,88.0,BEHÖRDE,0,0.7,OutDomain,v3,Large,,6
0.6521739130434783,0.4639175257731959,0.5421686746987953,97.0,BEHÖRDE,0,0.8,OutDomain,v3,Large,,7
0.5362318840579711,0.43023255813953487,0.47741935483870973,86.0,BEHÖRDE,0,0.9,OutDomain,v3,Large,,8
0.6811594202898551,0.4351851851851852,0.5310734463276836,108.0,BEHÖRDE,0,1.0,OutDomain,v3,Large,,9
0.6086956521739131,0.44680851063829785,0.5153374233128836,94.0,BEHÖRDE,0,1.1,OutDomain,v3,Large,,10
0.5797101449275363,0.45977011494252873,0.5128205128205129,87.0,BEHÖRDE,0,1.2,OutDomain,v3,Large,,11
0.5797101449275363,0.46511627906976744,0.5161290322580645,86.0,BEHÖRDE,0,1.3,OutDomain,v3,Large,,12
0.5797101449275363,0.46511627906976744,0.5161290322580645,86.0,BEHÖRDE,0,1.4,OutDomain,v3,Large,,13
0.5797101449275363,0.47058823529411764,0.5194805194805195,85.0,BEHÖRDE,0,1.5,OutDomain,v3,Large,,14
0.5797101449275363,0.47058823529411764,0.5194805194805195,85.0,BEHÖRDE,0,1.6,OutDomain,v3,Large,,15
0.5797101449275363,0.45977011494252873,0.5128205128205129,87.0,BEHÖRDE,0,1.7,OutDomain,v3,Large,,16
0.5942028985507246,0.47674418604651164,0.5290322580645161,86.0,BEHÖRDE,0,1.8,OutDomain,v3,Large,,17
0.6086956521739131,0.4329896907216495,0.5060240963855422,97.0,BEHÖRDE,0,1.9,OutDomain,v3,Large,,18
0.5797101449275363,0.46511627906976744,0.5161290322580645,86.0,BEHÖRDE,0,2.0,OutDomain,v3,Large,,19
