precision,recall,f1,number,category,fold,epoch,label_type,data_sample,model_type,accuracy,steps
0.42483660130718953,0.4626334519572954,0.4429301533219761,281.0,BEHÖRDE,0,0.1,InDomain,v1,Large,,0
0.4019607843137255,0.5168067226890757,0.4522058823529412,238.0,BEHÖRDE,0,0.2,InDomain,v1,Large,,1
0.34967320261437906,0.5459183673469388,0.4262948207171315,196.0,BEHÖRDE,0,0.3,InDomain,v1,Large,,2
0.3137254901960784,0.4729064039408867,0.3772102161100196,203.0,BEHÖRDE,0,0.4,InDomain,v1,Large,,3
0.39215686274509803,0.5797101449275363,0.4678362573099415,207.0,BEHÖRDE,0,0.5,InDomain,v1,Large,,4
0.37254901960784315,0.5671641791044776,0.4497041420118343,201.0,BEHÖRDE,0,0.6,InDomain,v1,Large,,5
0.33986928104575165,0.5306122448979592,0.41434262948207173,196.0,BEHÖRDE,0,0.7,InDomain,v1,Large,,6
0.4215686274509804,0.5863636363636363,0.49049429657794674,220.0,BEHÖRDE,0,0.8,InDomain,v1,Large,,7
0.4411764705882353,0.5487804878048781,0.4891304347826087,246.0,BEHÖRDE,0,0.9,InDomain,v1,Large,,8
0.4150326797385621,0.5879629629629629,0.4865900383141763,216.0,BEHÖRDE,0,1.0,InDomain,v1,Large,,9
0.3954248366013072,0.5931372549019608,0.47450980392156855,204.0,BEHÖRDE,0,1.1,InDomain,v1,Large,,10
0.39869281045751637,0.5893719806763285,0.4756335282651072,207.0,BEHÖRDE,0,1.2,InDomain,v1,Large,,11
0.3954248366013072,0.5960591133004927,0.475442043222004,203.0,BEHÖRDE,0,1.3,InDomain,v1,Large,,12
0.4019607843137255,0.5885167464114832,0.47766990291262135,209.0,BEHÖRDE,0,1.4,InDomain,v1,Large,,13
0.3954248366013072,0.605,0.4782608695652174,200.0,BEHÖRDE,0,1.5,InDomain,v1,Large,,14
0.3954248366013072,0.6019900497512438,0.4773175542406312,201.0,BEHÖRDE,0,1.6,InDomain,v1,Large,,15
0.4215686274509804,0.5972222222222222,0.4942528735632184,216.0,BEHÖRDE,0,1.7,InDomain,v1,Large,,16
0.39215686274509803,0.6030150753768844,0.4752475247524752,199.0,BEHÖRDE,0,1.8,InDomain,v1,Large,,17
0.39215686274509803,0.5970149253731343,0.47337278106508873,201.0,BEHÖRDE,0,1.9,InDomain,v1,Large,,18
0.3954248366013072,0.605,0.4782608695652174,200.0,BEHÖRDE,0,2.0,InDomain,v1,Large,,19
0.4019607843137255,0.6119402985074627,0.48520710059171596,201.0,BEHÖRDE,0,2.1,InDomain,v1,Large,,20
0.39215686274509803,0.5970149253731343,0.47337278106508873,201.0,BEHÖRDE,0,2.2,InDomain,v1,Large,,21
0.4019607843137255,0.6059113300492611,0.48330058939096276,203.0,BEHÖRDE,0,2.3,InDomain,v1,Large,,22
0.4019607843137255,0.6119402985074627,0.48520710059171596,201.0,BEHÖRDE,0,2.4,InDomain,v1,Large,,23
0.4084967320261438,0.5841121495327103,0.4807692307692308,214.0,BEHÖRDE,0,2.5,InDomain,v1,Large,,24
0.4019607843137255,0.5970873786407767,0.48046875,206.0,BEHÖRDE,0,2.6,InDomain,v1,Large,,25
0.4019607843137255,0.6089108910891089,0.48425196850393704,202.0,BEHÖRDE,0,2.7,InDomain,v1,Large,,26
0.4019607843137255,0.6119402985074627,0.48520710059171596,201.0,BEHÖRDE,0,2.8,InDomain,v1,Large,,27
0.4019607843137255,0.6119402985074627,0.48520710059171596,201.0,BEHÖRDE,0,2.9,InDomain,v1,Large,,28
0.4019607843137255,0.6119402985074627,0.48520710059171596,201.0,BEHÖRDE,0,3.0,InDomain,v1,Large,,29
0.4019607843137255,0.6119402985074627,0.48520710059171596,201.0,BEHÖRDE,0,3.1,InDomain,v1,Large,,30
0.4019607843137255,0.6119402985074627,0.48520710059171596,201.0,BEHÖRDE,0,3.2,InDomain,v1,Large,,31
0.4084967320261438,0.5868544600938967,0.4816955684007707,213.0,BEHÖRDE,0,3.3,InDomain,v1,Large,,32
0.4019607843137255,0.6,0.4814090019569472,205.0,BEHÖRDE,0,3.4,InDomain,v1,Large,,33
0.4019607843137255,0.6,0.4814090019569472,205.0,BEHÖRDE,0,3.5,InDomain,v1,Large,,34
0.4019607843137255,0.6029411764705882,0.48235294117647054,204.0,BEHÖRDE,0,3.6,InDomain,v1,Large,,35
0.4019607843137255,0.6029411764705882,0.48235294117647054,204.0,BEHÖRDE,0,3.7,InDomain,v1,Large,,36
0.4019607843137255,0.6059113300492611,0.48330058939096276,203.0,BEHÖRDE,0,3.8,InDomain,v1,Large,,37
0.4019607843137255,0.6059113300492611,0.48330058939096276,203.0,BEHÖRDE,0,3.9,InDomain,v1,Large,,38
0.4019607843137255,0.6059113300492611,0.48330058939096276,203.0,BEHÖRDE,0,4.0,InDomain,v1,Large,,39
0.0,0.0,0.0,38.0,JOURNALIST,0,0.1,InDomain,v1,Large,,0
0.010309278350515464,0.29411764705882354,0.0199203187250996,17.0,JOURNALIST,0,0.2,InDomain,v1,Large,,1
0.09072164948453608,0.3893805309734513,0.1471571906354515,113.0,JOURNALIST,0,0.3,InDomain,v1,Large,,2
0.1402061855670103,0.3655913978494624,0.20268256333830104,186.0,JOURNALIST,0,0.4,InDomain,v1,Large,,3
0.09896907216494845,0.46153846153846156,0.1629881154499151,104.0,JOURNALIST,0,0.5,InDomain,v1,Large,,4
0.13195876288659794,0.5289256198347108,0.21122112211221125,121.0,JOURNALIST,0,0.6,InDomain,v1,Large,,5
0.22061855670103092,0.4553191489361702,0.2972222222222222,235.0,JOURNALIST,0,0.7,InDomain,v1,Large,,6
0.18969072164948453,0.5508982035928144,0.2822085889570552,167.0,JOURNALIST,0,0.8,InDomain,v1,Large,,7
0.2268041237113402,0.4661016949152542,0.3051317614424411,236.0,JOURNALIST,0,0.9,InDomain,v1,Large,,8
0.22474226804123712,0.5141509433962265,0.31276901004304164,212.0,JOURNALIST,0,1.0,InDomain,v1,Large,,9
0.15257731958762888,0.5034013605442177,0.23417721518987344,147.0,JOURNALIST,0,1.1,InDomain,v1,Large,,10
0.18556701030927836,0.5521472392638037,0.2777777777777778,163.0,JOURNALIST,0,1.2,InDomain,v1,Large,,11
0.18350515463917524,0.559748427672956,0.2763975155279503,159.0,JOURNALIST,0,1.3,InDomain,v1,Large,,12
