precision,recall,f1,number,category,noise,fold,epoch,data_sample,accuracy,steps
0.0,0.0,0.0,0.0,BEHÖRDE,0.9,0,0.1,v1,,0
0.0004086636697997548,0.004784688995215311,0.0007530120481927711,418.0,BEHÖRDE,0.9,0,0.2,v1,,1
0.029628116060482223,0.03744834710743802,0.03308236367784623,3872.0,BEHÖRDE,0.9,0,0.3,v1,,2
0.03330608908868002,0.02896747822996268,0.03098564775211482,5627.0,BEHÖRDE,0.9,0,0.4,v1,,3
0.0551695954229669,0.05004633920296571,0.052483234522305376,5395.0,BEHÖRDE,0.9,0,0.5,v1,,4
0.09542296689824274,0.04926680029538981,0.06498295415014263,9479.0,BEHÖRDE,0.9,0,0.6,v1,,5
0.10645688598283612,0.08924289140116479,0.0970928065598211,5838.0,BEHÖRDE,0.9,0,0.7,v1,,6
0.1591744993870045,0.14734253830149424,0.15303015420882038,5287.0,BEHÖRDE,0.9,0,0.8,v1,,7
0.13077237433592154,0.38095238095238093,0.1947064192272589,1680.0,BEHÖRDE,0.9,0,0.9,v1,,8
0.2296689824274622,0.30345572354211664,0.2614561525936264,3704.0,BEHÖRDE,0.9,0,1.0,v1,,9
0.23988557417245607,0.31008980454305335,0.27050691244239633,3786.0,BEHÖRDE,0.9,0,1.1,v1,,10
0.2889252145484266,0.3256563795485951,0.30619315721091384,4342.0,BEHÖRDE,0.9,0,1.2,v1,,11
0.29403351042092357,0.32519774011299435,0.3088314196802232,4425.0,BEHÖRDE,0.9,0,1.3,v1,,12
0.29709848794442173,0.3819280273180982,0.33421445810826345,3807.0,BEHÖRDE,0.9,0,1.4,v1,,13
0.30792807519411525,0.4295895096921323,0.3587241133063556,3508.0,BEHÖRDE,0.9,0,1.5,v1,,14
0.3471597874948917,0.33643564356435646,0.3417135961383749,5050.0,BEHÖRDE,0.9,0,1.6,v1,,15
0.34389047813649365,0.41473632331197635,0.3760053619302948,4058.0,BEHÖRDE,0.9,0,1.7,v1,,16
0.3998774008990601,0.35401591895803186,0.3755517175206295,5528.0,BEHÖRDE,0.9,0,1.8,v1,,17
0.3980384143849612,0.313586606567933,0.35080136862956957,6212.0,BEHÖRDE,0.9,0,1.9,v1,,18
0.40314671025745813,0.4353486319505737,0.4186293231487375,4532.0,BEHÖRDE,0.9,0,2.0,v1,,19
0.42031058438904784,0.4368231046931408,0.42840778923253153,4709.0,BEHÖRDE,0.9,0,2.1,v1,,20
0.40907233346955457,0.4871046228710462,0.44469124833407375,4110.0,BEHÖRDE,0.9,0,2.2,v1,,21
0.4497343686146302,0.4777512481007163,0.4633196505630986,4607.0,BEHÖRDE,0.9,0,2.3,v1,,22
0.4773191663261136,0.4276038806516566,0.4510958771845129,5463.0,BEHÖRDE,0.9,0,2.4,v1,,23
0.5102165917449939,0.42552828902522155,0.46404014123768816,5868.0,BEHÖRDE,0.9,0,2.5,v1,,24
0.546587658357172,0.4109062980030722,0.4691336373202385,6510.0,BEHÖRDE,0.9,0,2.6,v1,,25
0.5004086636697997,0.5279154990299634,0.5137941886079933,4639.0,BEHÖRDE,0.9,0,2.7,v1,,26
