precision,recall,f1,number,category,noise,fold,epoch,data_sample,accuracy,steps
0.0,0.0,0.0,0.0,BEHÖRDE,0.8,0,0.1,v1,,0
0.0,0.0,0.0,0.0,BEHÖRDE,0.8,0,0.2,v1,,1
0.0006225357958082589,0.046875,0.0012287528158918697,64.0,BEHÖRDE,0.8,0,0.3,v1,,2
0.00394272670678564,0.059190031152647975,0.007392996108949416,321.0,BEHÖRDE,0.8,0,0.4,v1,,3
0.009338036937123885,0.01934651762682717,0.012596221133659902,2326.0,BEHÖRDE,0.8,0,0.5,v1,,4
0.011205644324548661,0.03614457831325301,0.017107555837161413,1494.0,BEHÖRDE,0.8,0,0.6,v1,,5
0.05519817389499896,0.10892710892710893,0.07326814488362483,2442.0,BEHÖRDE,0.8,0,0.7,v1,,6
0.07698692674828803,0.11482513153822346,0.09217391304347826,3231.0,BEHÖRDE,0.8,0,0.8,v1,,7
0.11060385972193401,0.12642314990512335,0.11798561151079137,4216.0,BEHÖRDE,0.8,0,0.9,v1,,8
0.12512969495746004,0.21967213114754097,0.15943945002644105,2745.0,BEHÖRDE,0.8,0,1.0,v1,,9
0.1759701182818012,0.24672679662496363,0.2054263565891473,3437.0,BEHÖRDE,0.8,0,1.1,v1,,10
0.20564432454866155,0.30949406620861963,0.2471013589328014,3202.0,BEHÖRDE,0.8,0,1.2,v1,,11
0.24237393650134884,0.2664233576642336,0.253830272737151,4384.0,BEHÖRDE,0.8,0,1.3,v1,,12
0.27702842913467524,0.2807570977917981,0.2788803008147065,4755.0,BEHÖRDE,0.8,0,1.4,v1,,13
0.3058725876737912,0.27764174044076095,0.2910742496050553,5309.0,BEHÖRDE,0.8,0,1.5,v1,,14
0.2867814899356713,0.3821902654867257,0.3276822762299941,3616.0,BEHÖRDE,0.8,0,1.6,v1,,15
0.30732517119734387,0.40709180868609124,0.3502424027432896,3638.0,BEHÖRDE,0.8,0,1.7,v1,,16
0.34945009338036936,0.38447488584474887,0.3661267529079248,4380.0,BEHÖRDE,0.8,0,1.8,v1,,17
0.3469599501971363,0.45447132372927423,0.393504353965639,3679.0,BEHÖRDE,0.8,0,1.9,v1,,18
0.3776717161236771,0.532319391634981,0.441854819130857,3419.0,BEHÖRDE,0.8,0,2.0,v1,,19
0.4156463996679809,0.46755368814192344,0.440074700648138,4284.0,BEHÖRDE,0.8,0,2.1,v1,,20
0.4096285536418344,0.5068035943517329,0.45306403488638974,3895.0,BEHÖRDE,0.8,0,2.2,v1,,21
0.44656567752645776,0.4855595667870036,0.4652470003242893,4432.0,BEHÖRDE,0.8,0,2.3,v1,,22
0.47167462129072424,0.4843383763051353,0.47792262405382674,4693.0,BEHÖRDE,0.8,0,2.4,v1,,23
0.5046690184685619,0.4676923076923077,0.48547759257410916,5200.0,BEHÖRDE,0.8,0,2.5,v1,,24
0.5015563394895206,0.5044875808808182,0.5030176899063477,4791.0,BEHÖRDE,0.8,0,2.6,v1,,25
0.5133845196098775,0.5025391021734714,0.507903921166085,4923.0,BEHÖRDE,0.8,0,2.7,v1,,26
0.5009338036937124,0.5161428265982467,0.508424599831508,4677.0,BEHÖRDE,0.8,0,2.8,v1,,27
0.5343432247354223,0.5881681132937414,0.5599652060454496,4378.0,BEHÖRDE,0.8,0,2.9,v1,,28
0.5741855156671508,0.50391549808778,0.5367604267701261,5491.0,BEHÖRDE,0.8,0,3.0,v1,,29
0.5723179082797261,0.5413150147203141,0.5563849102279605,5095.0,BEHÖRDE,0.8,0,3.1,v1,,30
0.5727329321435982,0.6067267531325566,0.5892399658411613,4549.0,BEHÖRDE,0.8,0,3.2,v1,,31
0.6204606764888981,0.5204525674499565,0.5660734570238546,5745.0,BEHÖRDE,0.8,0,3.3,v1,,32
0.6217057480805146,0.5254296737986671,0.5695276114437791,5702.0,BEHÖRDE,0.8,0,3.4,v1,,33
0.6457771321851007,0.5545260156806843,0.5966829642412042,5612.0,BEHÖRDE,0.8,0,3.5,v1,,34
0.610500103755966,0.6176779340751627,0.6140680442496347,4763.0,BEHÖRDE,0.8,0,3.6,v1,,35
0.6013695787507781,0.6080570709190096,0.6046948356807511,4766.0,BEHÖRDE,0.8,0,3.7,v1,,36
0.6702635401535588,0.5607638888888888,0.6106437281406559,5760.0,BEHÖRDE,0.8,0,3.8,v1,,37
0.663623158331604,0.608216051730696,0.6347127121167014,5258.0,BEHÖRDE,0.8,0,3.9,v1,,38
0.680431624818427,0.6128971962616823,0.6449011702232275,5350.0,BEHÖRDE,0.8,0,4.0,v1,,39
0.6372691429757211,0.6990666970179832,0.6667390360399478,4393.0,BEHÖRDE,0.8,0,4.1,v1,,40
0.6793940651587467,0.631315079059005,0.654472763618191,5186.0,BEHÖRDE,0.8,0,4.2,v1,,41
0.7123884623365844,0.6406045904086584,0.6745922578109649,5359.0,BEHÖRDE,0.8,0,4.3,v1,,42
0.7337621913260013,0.5779666557698594,0.6466124165676146,6118.0,BEHÖRDE,0.8,0,4.4,v1,,43
0.6920522930068479,0.691621733720448,0.6918369463748574,4822.0,BEHÖRDE,0.8,0,4.5,v1,,44
0.0,0.0,0.0,0.0,JOURNALIST,0.8,0,0.1,v1,,0
0.0,0.0,0.0,6.0,JOURNALIST,0.8,0,0.2,v1,,1
