timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-12-17T15:09:45,Pretrain_Base_v5,fbf1aea5-85f2-42b0-a785-1db5e68cc6fa,8676.358595132828,0.3354895591973948,3.866709236586812e-05,56.74062162301343,234.66922001114733,94.23870420455934,0.1374074237950177,0.5535444100573947,0.2269980212613029,0.917949855113714,Germany,DEU,land berlin,,,Linux-5.15.0-91-generic-x86_64-with-glibc2.35,3.10.12,2.3.1,32,AMD EPYC 7302P 16-Core Processor,1,1 x Tesla V100S-PCIE-32GB,13.4069,52.5196,251.3032112121582,machine,N,1.0
2023-12-17T22:57:54,VanillaTrain,6127aed7-4ab0-44d6-9cdc-4198f17f9899,139793.74984002113,5.334813046015055,3.816202836049661e-05,53.81219709905331,170.0953002970046,94.23870420455934,2.1849700061476653,8.754262607293372,3.6576176562478495,14.596850269688805,Germany,DEU,land berlin,,,Linux-5.15.0-91-generic-x86_64-with-glibc2.35,3.10.12,2.3.1,32,AMD EPYC 7302P 16-Core Processor,1,1 x Tesla V100S-PCIE-32GB,13.4069,52.5196,251.3032112121582,machine,N,1.0
2023-12-18T01:49:44,Pretrain_Large_v5,aa557215-9a08-4747-808f-3a493a6627ea,10269.92316198349,0.3198461411509093,3.114396632828708e-05,53.70047603981524,144.90188489108826,94.23870420455934,0.1524510914713311,0.4540338498934595,0.2686621709046811,0.8751471122694707,Germany,DEU,land berlin,,,Linux-5.15.0-91-generic-x86_64-with-glibc2.35,3.10.12,2.3.1,32,AMD EPYC 7302P 16-Core Processor,1,1 x Tesla V100S-PCIE-32GB,13.4069,52.5196,251.3032112121582,machine,N,1.0
2023-12-18T11:05:29,Pretrain_Base_v5,94a9900a-d98a-4eed-aee2-0830139f804e,2751.240630865097,0.0735396487218018,2.672963167844688e-05,53.55689552914628,85.28769409612921,94.23870420455934,0.0410884542779593,0.0881573721925086,0.0719697047990833,0.2012155312695515,Germany,DEU,land berlin,,,Linux-5.15.0-91-generic-x86_64-with-glibc2.35,3.10.12,2.3.1,32,AMD EPYC 7302P 16-Core Processor,1,1 x Tesla V100S-PCIE-32GB,13.4069,52.5196,251.3032112121582,machine,N,1.0
2023-12-18T13:11:01,Pretrain_Large_v5,bb4b0148-bb6a-4321-94f7-f26690e4e4a5,4948.7181606292725,0.1587310182886328,3.207517848792764e-05,53.47555895970635,127.12825916875605,94.23870420455934,0.0745770237504601,0.230275496164694,0.1294594020077928,0.4343119219229469,Germany,DEU,land berlin,,,Linux-5.15.0-91-generic-x86_64-with-glibc2.35,3.10.12,2.3.1,32,AMD EPYC 7302P 16-Core Processor,1,1 x Tesla V100S-PCIE-32GB,13.4069,52.5196,251.3032112121582,machine,N,1.0
2023-12-20T06:14:30,VanillaTrain,190e15c5-7df6-49c4-a7bc-1009a97a91e2,147303.05420827866,5.607170886959964,3.806554397053929e-05,53.16802760514598,153.55173941743763,94.23870420455934,2.235418165933939,9.25283521087336,3.853808878710743,15.342062255518032,Germany,DEU,land berlin,,,Linux-5.15.0-91-generic-x86_64-with-glibc2.35,3.10.12,2.3.1,32,AMD EPYC 7302P 16-Core Processor,1,1 x Tesla V100S-PCIE-32GB,13.4069,52.5196,251.3032112121582,machine,N,1.0
2023-12-20T10:17:13,Pretrain_Large_v5,63687117-fae9-47ef-9362-0effed73e8b2,4969.380184650421,0.159203773294856,3.203694774382723e-05,54.08478706107334,175.55616859628296,94.23870420455934,0.0745007712836249,0.2310901418164093,0.1300145375708867,0.4356054506709206,Germany,DEU,land berlin,,,Linux-5.15.0-91-generic-x86_64-with-glibc2.35,3.10.12,2.3.1,32,AMD EPYC 7302P 16-Core Processor,1,1 x Tesla V100S-PCIE-32GB,13.4069,52.5196,251.3032112121582,machine,N,1.0
2023-12-20T10:36:24,Pretrain_Base_v4,79ae5297-5a56-4bbf-9dd3-da28fb805365,561.3782515525818,0.0202482236252896,3.606877104570746e-05,54.70408306930364,201.79484770103176,94.23870420455934,0.0086692936668182,0.0320455256363985,0.0146873636666818,0.0554021829698986,Germany,DEU,land berlin,,,Linux-5.15.0-91-generic-x86_64-with-glibc2.35,3.10.12,2.3.1,32,AMD EPYC 7302P 16-Core Processor,1,1 x Tesla V100S-PCIE-32GB,13.4069,52.5196,251.3032112121582,machine,N,1.0
2023-12-21T11:23:02,Pretrain_Base_v4,1c888669-0e47-4d35-85a8-617572a21b0b,5583.416697502136,0.1485867573153722,2.661215620568778e-05,54.56072676749374,77.20091453406819,94.23870420455934,0.0824022939912268,0.1780888321931755,0.1460645731219086,0.4065556993063099,Germany,DEU,land berlin,,,Linux-5.15.0-91-generic-x86_64-with-glibc2.35,3.10.12,2.3.1,32,AMD EPYC 7302P 16-Core Processor,1,1 x Tesla V100S-PCIE-32GB,13.4069,52.5196,251.3032112121582,machine,N,1.0
2023-12-21T14:26:59,Pretrain_Large_v4,c0d667b0-d730-4ece-bd48-e0afdeaa3665,9937.279757022858,0.313716918494082,3.156969776083566e-05,0.0,0.0,94.23870420455934,0.1480508151444463,0.4499959111075569,0.2603299116597717,0.8583766379117755,Germany,DEU,land berlin,,,Linux-5.15.0-91-generic-x86_64-with-glibc2.35,3.10.12,2.3.1,32,AMD EPYC 7302P 16-Core Processor,1,1 x Tesla V100S-PCIE-32GB,13.4069,52.5196,251.3032112121582,machine,N,1.0
