precision,recall,f1,number,category,noise,fold,epoch,data_sample,accuracy,steps
0.0,0.0,0.0,0.0,BEHÖRDE,0.7,0,0.1,v1,,0
0.0,0.0,0.0,0.0,BEHÖRDE,0.7,0,0.2,v1,,1
0.007020828457758015,0.07159904534606205,0.01278772378516624,419.0,BEHÖRDE,0.7,0,0.3,v1,,2
0.024104844371635854,0.09707822808671066,0.0386201724784402,1061.0,BEHÖRDE,0.7,0,0.4,v1,,3
0.05195413058740932,0.1383177570093458,0.07553589656345695,1605.0,BEHÖRDE,0.7,0,0.5,v1,,4
0.053358296278960916,0.12520593080724876,0.07482769937643584,1821.0,BEHÖRDE,0.7,0,0.6,v1,,5
0.05078399251111631,0.09792418772563177,0.0668824163969795,2216.0,BEHÖRDE,0.7,0,0.7,v1,,6
0.07512286449801077,0.13878080415045396,0.09747950197388401,2313.0,BEHÖRDE,0.7,0,0.8,v1,,7
0.11794991809033466,0.2135593220338983,0.1519674355495251,2360.0,BEHÖRDE,0.7,0,0.9,v1,,8
0.24338871986894453,0.2922990444069702,0.2656110330736815,3558.0,BEHÖRDE,0.7,0,1.0,v1,,9
0.2375380294874795,0.32605203983295855,0.2748443000270782,3113.0,BEHÖRDE,0.7,0,1.1,v1,,10
0.25251579686403,0.37859649122807015,0.30296223501333713,2850.0,BEHÖRDE,0.7,0,1.2,v1,,11
0.2693657851626492,0.4167270094134685,0.32722103766879884,2762.0,BEHÖRDE,0.7,0,1.3,v1,,12
0.2756845307746314,0.41936632253470985,0.3326743857667326,2809.0,BEHÖRDE,0.7,0,1.4,v1,,13
0.3049379826819565,0.4244299674267101,0.35489581914748747,3070.0,BEHÖRDE,0.7,0,1.5,v1,,14
0.3187456119822139,0.46013513513513515,0.37660721692243876,2960.0,BEHÖRDE,0.7,0,1.6,v1,,15
0.362040720805055,0.37367149758454105,0.36776417449185783,4140.0,BEHÖRDE,0.7,0,1.7,v1,,16
0.33231921366721273,0.47364909939959976,0.39059276578187324,2998.0,BEHÖRDE,0.7,0,1.8,v1,,17
0.3051720102972151,0.4055987558320373,0.3482905982905983,3215.0,BEHÖRDE,0.7,0,1.9,v1,,18
0.3884858413292769,0.4047793221165569,0.39646524958203966,4101.0,BEHÖRDE,0.7,0,2.0,v1,,19
0.4027615258600515,0.44332818134981966,0.4220723482526057,3882.0,BEHÖRDE,0.7,0,2.1,v1,,20
0.4025274982447929,0.4556291390728477,0.4274353876739563,3775.0,BEHÖRDE,0.7,0,2.2,v1,,21
0.450503159372806,0.3827037773359841,0.41384499623777277,5030.0,BEHÖRDE,0.7,0,2.3,v1,,22
0.4430142756845308,0.4646539027982327,0.4535761351383731,4074.0,BEHÖRDE,0.7,0,2.4,v1,,23
0.4554177392932366,0.4473563218390805,0.45135103792183695,4350.0,BEHÖRDE,0.7,0,2.5,v1,,24
0.4409080271472034,0.5335598980458793,0.48282931829830855,3531.0,BEHÖRDE,0.7,0,2.6,v1,,25
0.5083079803416803,0.4473738414006179,0.47589833479404037,4855.0,BEHÖRDE,0.7,0,2.7,v1,,26
0.445822607067634,0.49764890282131663,0.4703123071225775,3828.0,BEHÖRDE,0.7,0,2.8,v1,,27
0.5085420079569389,0.4960054782013239,0.5021955165241506,4381.0,BEHÖRDE,0.7,0,2.9,v1,,28
0.5581558623917622,0.43673319904779345,0.49003492911444424,5461.0,BEHÖRDE,0.7,0,3.0,v1,,29
0.5417739293236602,0.5078982009653357,0.5242894349450798,4558.0,BEHÖRDE,0.7,0,3.1,v1,,30
0.565878773695296,0.5322474136033458,0.5485480943738656,4543.0,BEHÖRDE,0.7,0,3.2,v1,,31
0.5487947577814182,0.6117923297678058,0.5785837651122626,3833.0,BEHÖRDE,0.7,0,3.3,v1,,32
0.5738357126140885,0.5675925925925925,0.5706970790178051,4320.0,BEHÖRDE,0.7,0,3.4,v1,,33
0.5878773695296045,0.5934325537443893,0.5906418998354103,4233.0,BEHÖRDE,0.7,0,3.5,v1,,34
0.5984086122162415,0.5791619479048697,0.5886279926335175,4415.0,BEHÖRDE,0.7,0,3.6,v1,,35
0.5581558623917622,0.5473949965572642,0.5527230590961761,4357.0,BEHÖRDE,0.7,0,3.7,v1,,36
0.6185349871284812,0.5554854981084489,0.5853172406156572,4758.0,BEHÖRDE,0.7,0,3.8,v1,,37
0.641469693423824,0.6162320143884892,0.6285976378855636,4448.0,BEHÖRDE,0.7,0,3.9,v1,,38
0.6211092908963257,0.6608565737051793,0.6403667511159367,4016.0,BEHÖRDE,0.7,0,4.0,v1,,39
0.6529370465714954,0.5985839948508904,0.6245802552048355,4661.0,BEHÖRDE,0.7,0,4.1,v1,,40
0.6828925813245963,0.5220035778175313,0.5917063773699685,5590.0,BEHÖRDE,0.7,0,4.2,v1,,41
0.6365551135033934,0.6766169154228856,0.6559749186060534,4020.0,BEHÖRDE,0.7,0,4.3,v1,,42
0.6440439971916686,0.6822012890431334,0.6625737329962682,4034.0,BEHÖRDE,0.7,0,4.4,v1,,43
0.6538731570325298,0.6649214659685864,0.6593510324483776,4202.0,BEHÖRDE,0.7,0,4.5,v1,,44
0.0,0.0,0.0,0.0,JOURNALIST,0.7,0,0.1,v1,,0
0.0,0.0,0.0,0.0,JOURNALIST,0.7,0,0.2,v1,,1
0.0036413290851160674,0.050793650793650794,0.0067954979825865375,315.0,JOURNALIST,0.7,0,0.3,v1,,2
0.008420573509330906,0.048302872062663184,0.01434108527131783,766.0,JOURNALIST,0.7,0,0.4,v1,,3
0.03026854802002731,0.051252408477842,0.03805980827013879,2595.0,JOURNALIST,0.7,0,0.5,v1,,4
0.004096495220755576,0.03543307086614173,0.007343941248470012,508.0,JOURNALIST,0.7,0,0.6,v1,,5
0.04119253527537551,0.06794294294294294,0.051289317086993476,2664.0,JOURNALIST,0.7,0,0.7,v1,,6
0.011151570323167955,0.0900735294117647,0.019846091535034426,544.0,JOURNALIST,0.7,0,0.8,v1,,7
0.02913063268092854,0.16182048040455121,0.049373191899710706,791.0,JOURNALIST,0.7,0,0.9,v1,,8
0.12653618570778333,0.2589659990684676,0.1700045864546705,2147.0,JOURNALIST,0.7,0,1.0,v1,,9
0.14542558033682293,0.29338842975206614,0.1944613511868533,2178.0,JOURNALIST,0.7,0,1.1,v1,,10
0.1524806554392353,0.34986945169712796,0.2123949912822951,1915.0,JOURNALIST,0.7,0,1.2,v1,,11
0.18115612198452435,0.3109375,0.22893298820822547,2560.0,JOURNALIST,0.7,0,1.3,v1,,12
