Data,Model,Quantization,Fold,Epoch,Step,F1,Recall,Precision
Spanish,Large,fp32,0,0,16,0.570414201183432,0.5807228915662651,0.5604651162790698
InDomain,Large,fp16,0,0,16,0.6739495798319327,0.6405750798722045,0.7109929078014184
OutDomain,Large,fp16,0,0,16,0.6846986089644513,0.7042925278219396,0.6661654135338346
Twitter,Large,fp16,0,0,16,0.7524752475247524,0.7475409836065574,0.7574750830564784
English,Large,fp16,0,0,16,0.5313568985176739,0.5781637717121588,0.49156118143459915
Spanish,Large,fp16,0,0,16,0.570414201183432,0.5807228915662651,0.5604651162790698
InDomain,Large,int8,0,0,16,0.6728033472803346,0.6370839936608558,0.7127659574468085
OutDomain,Large,int8,0,0,16,0.6904024767801858,0.7113237639553429,0.6706766917293233
Twitter,Large,int8,0,0,16,0.756578947368421,0.749185667752443,0.7641196013289037
English,Large,int8,0,0,16,0.5400457665903889,0.59,0.4978902953586498
Spanish,Large,int8,0,0,16,0.5700824499411071,0.5775656324582339,0.5627906976744186
InDomain,Large,int4,0,0,16,0.6440677966101696,0.6168831168831169,0.6737588652482269
OutDomain,Large,int4,0,0,16,0.6547711404189295,0.6762820512820513,0.6345864661654136
Twitter,Large,int4,0,0,16,0.7245409015025043,0.7281879194630873,0.7209302325581395
English,Large,int4,0,0,16,0.48648648648648646,0.5823529411764706,0.4177215189873418
Spanish,Large,int4,0,0,16,0.5131414267834794,0.5555555555555556,0.47674418604651164
InDomain,Large,fp32,0,0,20,0.6666666666666666,0.6275430359937402,0.7109929078014184
OutDomain,Large,fp32,0,0,20,0.6907137375287796,0.7053291536050157,0.6766917293233082
Twitter,Large,fp32,0,0,20,0.7603305785123966,0.756578947368421,0.7641196013289037
English,Large,fp32,0,0,20,0.5446224256292905,0.595,0.5021097046413502
Spanish,Large,fp32,0,0,20,0.5710928319623974,0.5771971496437055,0.5651162790697675
InDomain,Large,fp16,0,0,20,0.6688851913477537,0.6300940438871473,0.7127659574468085
OutDomain,Large,fp16,0,0,20,0.6907137375287796,0.7053291536050157,0.6766917293233082
Twitter,Large,fp16,0,0,20,0.7590759075907592,0.7540983606557377,0.7641196013289037
English,Large,fp16,0,0,20,0.54337899543379,0.5920398009950248,0.5021097046413502
Spanish,Large,fp16,0,0,20,0.5710928319623974,0.5771971496437055,0.5651162790697675
InDomain,Large,int8,0,0,20,0.670539419087137,0.6302652106084243,0.7163120567375887
OutDomain,Large,int8,0,0,20,0.6854531607006855,0.6944444444444444,0.6766917293233082
Twitter,Large,int8,0,0,20,0.7682119205298014,0.7656765676567657,0.770764119601329
English,Large,int8,0,0,20,0.5521191294387171,0.6040100250626567,0.5084388185654009
Spanish,Large,int8,0,0,20,0.5663924794359577,0.5724465558194775,0.5604651162790698
InDomain,Large,int4,0,0,20,0.6509274873524452,0.6205787781350482,0.6843971631205674
OutDomain,Large,int4,0,0,20,0.6687306501547988,0.6889952153110048,0.649624060150376
Twitter,Large,int4,0,0,20,0.7263681592039802,0.7251655629139073,0.7275747508305648
English,Large,int4,0,0,20,0.49261083743842365,0.591715976331361,0.4219409282700422
Spanish,Large,int4,0,0,20,0.518796992481203,0.5625,0.4813953488372093
InDomain,Large,fp32,0,0,24,0.680429397192403,0.6367851622874807,0.7304964539007093
OutDomain,Large,fp32,0,0,24,0.6903860711582134,0.6951219512195121,0.6857142857142857
Twitter,Large,fp32,0,0,24,0.7598684210526316,0.752442996742671,0.7674418604651163
English,Large,fp32,0,0,24,0.5437997724687145,0.5901234567901235,0.5042194092827004
Spanish,Large,fp32,0,0,24,0.566744730679157,0.5707547169811321,0.5627906976744186
InDomain,Large,fp16,0,0,24,0.680429397192403,0.6367851622874807,0.7304964539007093
OutDomain,Large,fp16,0,0,24,0.6903860711582134,0.6951219512195121,0.6857142857142857
Twitter,Large,fp16,0,0,24,0.7598684210526316,0.752442996742671,0.7674418604651163
English,Large,fp16,0,0,24,0.5437997724687145,0.5901234567901235,0.5042194092827004
Spanish,Large,fp16,0,0,24,0.5690866510538641,0.5731132075471698,0.5651162790697675
InDomain,Large,int8,0,0,24,0.67986798679868,0.6358024691358025,0.7304964539007093
OutDomain,Large,int8,0,0,24,0.7020470053070508,0.7079510703363915,0.6962406015037594
Twitter,Large,int8,0,0,24,0.7581699346405228,0.7459807073954984,0.770764119601329
English,Large,int8,0,0,24,0.5401129943502826,0.5815085158150851,0.5042194092827004
Spanish,Large,int8,0,0,24,0.5654205607476636,0.568075117370892,0.5627906976744186
InDomain,Large,int4,0,0,24,0.6616288832913517,0.6283891547049442,0.6985815602836879
OutDomain,Large,int4,0,0,24,0.6692367000771011,0.6867088607594937,0.6526315789473685
Twitter,Large,int4,0,0,24,0.7248764415156507,0.7189542483660131,0.7308970099667774
English,Large,int4,0,0,24,0.49196538936959205,0.5940298507462687,0.41983122362869196
Spanish,Large,int4,0,0,24,0.5043695380774033,0.5444743935309974,0.4697674418604651
InDomain,Large,fp32,0,0,28,0.6863226863226863,0.6377473363774734,0.7429078014184397
OutDomain,Large,fp32,0,0,28,0.701062215477997,0.7075038284839203,0.6947368421052632
Twitter,Large,fp32,0,0,28,0.7631578947368421,0.755700325732899,0.770764119601329
English,Large,fp32,0,0,28,0.54337899543379,0.5920398009950248,0.5021097046413502
Spanish,Large,fp32,0,0,28,0.5627906976744186,0.5627906976744186,0.5627906976744186
InDomain,Large,fp16,0,0,28,0.6868852459016392,0.6387195121951219,0.7429078014184397
OutDomain,Large,fp16,0,0,28,0.6995447647951442,0.7059724349157733,0.6932330827067669
Twitter,Large,fp16,0,0,28,0.7631578947368421,0.755700325732899,0.770764119601329
English,Large,fp16,0,0,28,0.54337899543379,0.5920398009950248,0.5021097046413502
Spanish,Large,fp16,0,0,28,0.5617715617715618,0.5630841121495327,0.5604651162790698
InDomain,Large,int8,0,0,28,0.6824877250409165,0.6337386018237082,0.7393617021276596
OutDomain,Large,int8,0,0,28,0.7107061503416856,0.7177914110429447,0.7037593984962406
Twitter,Large,int8,0,0,28,0.7730263157894737,0.7654723127035831,0.7807308970099668
English,Large,int8,0,0,28,0.5407239819004525,0.5829268292682926,0.5042194092827004
Spanish,Large,int8,0,0,28,0.560093348891482,0.5620608899297423,0.5581395348837209
InDomain,Large,int4,0,0,28,0.6543624161073825,0.6210191082802548,0.6914893617021277
OutDomain,Large,int4,0,0,28,0.6687163720215219,0.6839622641509434,0.6541353383458647
Twitter,Large,int4,0,0,28,0.7290640394088669,0.7207792207792207,0.7375415282392026
English,Large,int4,0,0,28,0.4826732673267327,0.5838323353293413,0.41139240506329117
Spanish,Large,int4,0,0,28,0.5056603773584907,0.5506849315068493,0.46744186046511627
InDomain,Large,fp32,0,0,32,0.6840816326530612,0.6338880484114977,0.7429078014184397
OutDomain,Large,fp32,0,0,32,0.7059712773998488,0.709726443768997,0.7022556390977444
Twitter,Large,fp32,0,0,32,0.760655737704918,0.7508090614886731,0.770764119601329
English,Large,fp32,0,0,32,0.5365296803652967,0.5845771144278606,0.4957805907172996
Spanish,Large,fp32,0,0,32,0.5545023696682464,0.5652173913043478,0.5441860465116279
InDomain,Large,fp16,0,0,32,0.6840816326530612,0.6338880484114977,0.7429078014184397
OutDomain,Large,fp16,0,0,32,0.7049924357034796,0.7092846270928462,0.7007518796992481
Twitter,Large,fp16,0,0,32,0.760655737704918,0.7508090614886731,0.770764119601329
English,Large,fp16,0,0,32,0.5365296803652967,0.5845771144278606,0.4957805907172996
Spanish,Large,fp16,0,0,32,0.5527876631079478,0.5641646489104116,0.541860465116279
InDomain,Large,int8,0,0,32,0.6857610474631751,0.6367781155015197,0.7429078014184397
OutDomain,Large,int8,0,0,32,0.7130961392884178,0.7179878048780488,0.7082706766917293
Twitter,Large,int8,0,0,32,0.7664473684210525,0.758957654723127,0.7740863787375415
English,Large,int8,0,0,32,0.5292792792792792,0.5676328502415459,0.4957805907172996
Spanish,Large,int8,0,0,32,0.5432977461447213,0.5544794188861986,0.5325581395348837
InDomain,Large,int4,0,0,32,0.6554903604358759,0.6216216216216216,0.6932624113475178
OutDomain,Large,int4,0,0,32,0.6661538461538462,0.6818897637795276,0.6511278195488722
Twitter,Large,int4,0,0,32,0.7296416938110749,0.7156549520766773,0.7441860465116279
English,Large,int4,0,0,32,0.47322540473225405,0.5775075987841946,0.4008438818565401
Spanish,Large,int4,0,0,32,0.49489795918367346,0.5480225988700564,0.4511627906976744
InDomain,Large,fp32,0,0,36,0.6839546191247974,0.6298507462686567,0.74822695035461
OutDomain,Large,fp32,0,0,36,0.7134238310708899,0.7155824508320726,0.7112781954887218
Twitter,Large,fp32,0,0,36,0.7598684210526316,0.752442996742671,0.7674418604651163
English,Large,fp32,0,0,36,0.5238095238095238,0.5661764705882353,0.4873417721518987
Spanish,Large,fp32,0,0,36,0.5222482435597191,0.5259433962264151,0.5186046511627908
InDomain,Large,fp16,0,0,36,0.6839546191247974,0.6298507462686567,0.74822695035461
OutDomain,Large,fp16,0,0,36,0.7119155354449473,0.7140695915279879,0.7097744360902256
Twitter,Large,fp16,0,0,36,0.7598684210526316,0.752442996742671,0.7674418604651163
English,Large,fp16,0,0,36,0.5238095238095238,0.5661764705882353,0.4873417721518987
Spanish,Large,fp16,0,0,36,0.5222482435597191,0.5259433962264151,0.5186046511627908
InDomain,Large,int8,0,0,36,0.6851098454027664,0.6330827067669172,0.7464539007092199
OutDomain,Large,int8,0,0,36,0.7133182844243792,0.713855421686747,0.7127819548872181
Twitter,Large,int8,0,0,36,0.7702479338842976,0.7664473684210527,0.7740863787375415
English,Large,int8,0,0,36,0.5195968645016797,0.5536992840095465,0.48945147679324896
Spanish,Large,int8,0,0,36,0.5182567726737338,0.5250596658711217,0.5116279069767442
InDomain,Large,int4,0,0,36,0.6417290108063176,0.6040688575899843,0.6843971631205674
OutDomain,Large,int4,0,0,36,0.6625954198473283,0.6728682170542636,0.6526315789473685
Twitter,Large,int4,0,0,36,0.720257234726688,0.6978193146417445,0.7441860465116279
English,Large,int4,0,0,36,0.47,0.5766871165644172,0.39662447257383965
Spanish,Large,int4,0,0,36,0.4961240310077519,0.5581395348837209,0.44651162790697674
InDomain,Large,fp32,0,0,40,0.6797066014669926,0.6289592760180995,0.7393617021276596
OutDomain,Large,fp32,0,0,40,0.7138554216867471,0.7149321266968326,0.7127819548872181
Twitter,Large,fp32,0,0,40,0.7520798668885192,0.7533333333333333,0.7508305647840532
English,Large,fp32,0,0,40,0.5146726862302482,0.5533980582524272,0.4810126582278481
Spanish,Large,fp32,0,0,40,0.5242718446601942,0.5482233502538071,0.5023255813953489
InDomain,Large,fp16,0,0,40,0.6797066014669926,0.6289592760180995,0.7393617021276596
OutDomain,Large,fp16,0,0,40,0.7138554216867471,0.7149321266968326,0.7127819548872181
Twitter,Large,fp16,0,0,40,0.7520798668885192,0.7533333333333333,0.7508305647840532
English,Large,fp16,0,0,40,0.5140924464487036,0.5520581113801453,0.4810126582278481
Spanish,Large,fp16,0,0,40,0.5242718446601942,0.5482233502538071,0.5023255813953489
InDomain,Large,int8,0,0,40,0.6846846846846847,0.6362252663622526,0.7411347517730497
OutDomain,Large,int8,0,0,40,0.7163280662151995,0.7168674698795181,0.7157894736842105
Twitter,Large,int8,0,0,40,0.7595356550580431,0.7582781456953642,0.760797342192691
English,Large,int8,0,0,40,0.5100671140939598,0.5428571428571428,0.4810126582278481
Spanish,Large,int8,0,0,40,0.5138721351025332,0.5338345864661654,0.49534883720930234
InDomain,Large,int4,0,0,40,0.637729549248748,0.6025236593059937,0.6773049645390071
OutDomain,Large,int4,0,0,40,0.6570121951219512,0.6661514683153014,0.6481203007518797
Twitter,Large,int4,0,0,40,0.7287581699346405,0.7170418006430869,0.7408637873754153
English,Large,int4,0,0,40,0.46499999999999997,0.5705521472392638,0.3924050632911392
Spanish,Large,int4,0,0,40,0.47182175622542594,0.5405405405405406,0.4186046511627907
InDomain,Large,fp32,0,1,4,0.694650205761317,0.6482334869431644,0.74822695035461
OutDomain,Large,fp32,0,1,4,0.7202426080363914,0.7262996941896025,0.7142857142857143
Twitter,Large,fp32,0,1,4,0.7487520798668884,0.75,0.7475083056478405
English,Large,fp32,0,1,4,0.5136363636363636,0.5566502463054187,0.4767932489451477
Spanish,Large,fp32,0,1,4,0.5130111524163569,0.5490716180371353,0.4813953488372093
InDomain,Large,fp16,0,1,4,0.6935749588138385,0.6476923076923077,0.7464539007092199
OutDomain,Large,fp16,0,1,4,0.7234042553191489,0.7311827956989247,0.7157894736842105
Twitter,Large,fp16,0,1,4,0.7487520798668884,0.75,0.7475083056478405
English,Large,fp16,0,1,4,0.5136363636363636,0.5566502463054187,0.4767932489451477
Spanish,Large,fp16,0,1,4,0.5130111524163569,0.5490716180371353,0.4813953488372093
InDomain,Large,int8,0,1,4,0.6947194719471946,0.6496913580246914,0.7464539007092199
OutDomain,Large,int8,0,1,4,0.7231467473524961,0.7275494672754946,0.718796992481203
Twitter,Large,int8,0,1,4,0.762063227953411,0.7633333333333333,0.760797342192691
English,Large,int8,0,1,4,0.5123595505617978,0.5480769230769231,0.4810126582278481
Spanish,Large,int8,0,1,4,0.5055487053020963,0.5380577427821522,0.47674418604651164
InDomain,Large,int4,0,1,4,0.6297229219143577,0.5980861244019139,0.6648936170212766
OutDomain,Large,int4,0,1,4,0.648814078041316,0.660436137071651,0.637593984962406
Twitter,Large,int4,0,1,4,0.707641196013289,0.707641196013289,0.707641196013289
English,Large,int4,0,1,4,0.45922208281053956,0.56656346749226,0.3860759493670886
Spanish,Large,int4,0,1,4,0.4667571234735414,0.5602605863192183,0.4
InDomain,Large,fp32,0,1,8,0.6962962962962963,0.6497695852534562,0.75
OutDomain,Large,fp32,0,1,8,0.7154716981132077,0.7181818181818181,0.7127819548872181
Twitter,Large,fp32,0,1,8,0.746268656716418,0.7450331125827815,0.7475083056478405
English,Large,fp32,0,1,8,0.5107344632768361,0.5498783454987834,0.4767932489451477
Spanish,Large,fp32,0,1,8,0.5149253731343283,0.553475935828877,0.4813953488372093
InDomain,Large,fp16,0,1,8,0.6985172981878089,0.6523076923076923,0.75177304964539
OutDomain,Large,fp16,0,1,8,0.7160120845921452,0.7192716236722306,0.7127819548872181
Twitter,Large,fp16,0,1,8,0.746268656716418,0.7450331125827815,0.7475083056478405
English,Large,fp16,0,1,8,0.5107344632768361,0.5498783454987834,0.4767932489451477
Spanish,Large,fp16,0,1,8,0.5149253731343283,0.553475935828877,0.4813953488372093
InDomain,Large,int8,0,1,8,0.6967213114754097,0.6478658536585366,0.7535460992907801
OutDomain,Large,int8,0,1,8,0.718914845516202,0.7205438066465257,0.7172932330827068
Twitter,Large,int8,0,1,8,0.7641196013289037,0.7641196013289037,0.7641196013289037
English,Large,int8,0,1,8,0.5134529147982063,0.5478468899521531,0.4831223628691983
Spanish,Large,int8,0,1,8,0.50990099009901,0.544973544973545,0.4790697674418605
InDomain,Large,int4,0,1,8,0.6375838926174496,0.6050955414012739,0.6737588652482269
OutDomain,Large,int4,0,1,8,0.648814078041316,0.660436137071651,0.637593984962406
Twitter,Large,int4,0,1,8,0.7078464106844742,0.7114093959731543,0.7043189368770764
English,Large,int4,0,1,8,0.4675000000000001,0.5736196319018405,0.39451476793248946
Spanish,Large,int4,0,1,8,0.4673913043478261,0.5620915032679739,0.4
InDomain,Large,fp32,0,1,12,0.6995073891625616,0.6513761467889908,0.7553191489361702
OutDomain,Large,fp32,0,1,12,0.7164404223227754,0.7186081694402421,0.7142857142857143
Twitter,Large,fp32,0,1,12,0.7520798668885192,0.7533333333333333,0.7508305647840532
English,Large,fp32,0,1,12,0.5187713310580205,0.562962962962963,0.4810126582278481
Spanish,Large,fp32,0,1,12,0.513715710723192,0.553763440860215,0.4790697674418605
InDomain,Large,fp16,0,1,12,0.7000821692686935,0.6523736600306279,0.7553191489361702
OutDomain,Large,fp16,0,1,12,0.7164404223227754,0.7186081694402421,0.7142857142857143
Twitter,Large,fp16,0,1,12,0.7520798668885192,0.7533333333333333,0.7508305647840532
English,Large,fp16,0,1,12,0.5187713310580205,0.562962962962963,0.4810126582278481
Spanish,Large,fp16,0,1,12,0.513715710723192,0.553763440860215,0.4790697674418605
InDomain,Large,int8,0,1,12,0.6912972085385878,0.6437308868501529,0.7464539007092199
OutDomain,Large,int8,0,1,12,0.7209653092006033,0.7231467473524962,0.718796992481203
Twitter,Large,int8,0,1,12,0.7725752508361206,0.7777777777777778,0.7674418604651163
English,Large,int8,0,1,12,0.5145413870246085,0.5476190476190477,0.48523206751054854
Spanish,Large,int8,0,1,12,0.5198019801980198,0.5555555555555556,0.4883720930232558
InDomain,Large,int4,0,1,12,0.6360601001669449,0.6009463722397477,0.675531914893617
OutDomain,Large,int4,0,1,12,0.6483180428134556,0.6594090202177294,0.637593984962406
Twitter,Large,int4,0,1,12,0.7111853088480802,0.714765100671141,0.707641196013289
English,Large,int4,0,1,12,0.4675000000000001,0.5736196319018405,0.39451476793248946
Spanish,Large,int4,0,1,12,0.46238030095759236,0.5614617940199336,0.3930232558139535
