Data,Model,Quantization,Fold,Epoch,Step,F1,Recall,Precision
Spanish,Base,fp16,0,0,16,0.5947712418300654,0.5594262295081968,0.6348837209302326
InDomain,Base,int8,0,0,16,0.6720911310008137,0.6210526315789474,0.7322695035460993
OutDomain,Base,int8,0,0,16,0.6891891891891891,0.6881559220389805,0.6902255639097744
Twitter,Base,int8,0,0,16,0.7467948717948718,0.7213622291021672,0.7740863787375415
English,Base,int8,0,0,16,0.5494028230184582,0.5659955257270693,0.5337552742616034
Spanish,Base,int8,0,0,16,0.5950054288816504,0.5580448065173116,0.6372093023255814
InDomain,Base,int4,0,0,16,0.6452674897119342,0.6021505376344086,0.6950354609929078
OutDomain,Base,int4,0,0,16,0.6574923547400611,0.6687402799377916,0.6466165413533834
Twitter,Base,int4,0,0,16,0.7103999999999999,0.6851851851851852,0.7375415282392026
English,Base,int4,0,0,16,0.5035460992907801,0.5725806451612904,0.44936708860759494
Spanish,Base,int4,0,0,16,0.5417607223476298,0.5263157894736842,0.5581395348837209
InDomain,Base,fp32,0,0,20,0.6796116504854368,0.625,0.7446808510638298
OutDomain,Base,fp32,0,0,20,0.6991017964071856,0.6959761549925484,0.7022556390977444
Twitter,Base,fp32,0,0,20,0.7416798732171158,0.7090909090909091,0.7774086378737541
English,Base,fp32,0,0,20,0.5582417582417581,0.5825688073394495,0.5358649789029536
Spanish,Base,fp32,0,0,20,0.5834230355220668,0.5430861723446894,0.6302325581395349
InDomain,Base,fp16,0,0,20,0.6796116504854368,0.625,0.7446808510638298
OutDomain,Base,fp16,0,0,20,0.6991017964071856,0.6959761549925484,0.7022556390977444
Twitter,Base,fp16,0,0,20,0.7416798732171158,0.7090909090909091,0.7774086378737541
English,Base,fp16,0,0,20,0.5588558855885589,0.5839080459770115,0.5358649789029536
Spanish,Base,fp16,0,0,20,0.5827956989247312,0.542,0.6302325581395349
InDomain,Base,int8,0,0,20,0.6806790622473726,0.62555720653789,0.7464539007092199
OutDomain,Base,int8,0,0,20,0.7015706806282722,0.6979166666666666,0.7052631578947368
Twitter,Base,int8,0,0,20,0.7559808612440192,0.7269938650306749,0.7873754152823921
English,Base,int8,0,0,20,0.5508196721311475,0.5714285714285714,0.5316455696202531
Spanish,Base,int8,0,0,20,0.5922746781115878,0.549800796812749,0.641860465116279
InDomain,Base,int4,0,0,20,0.6524590163934426,0.6067073170731707,0.7056737588652482
OutDomain,Base,int4,0,0,20,0.6676829268292683,0.6769706336939721,0.6586466165413534
Twitter,Base,int4,0,0,20,0.706436420722135,0.6696428571428571,0.7475083056478405
English,Base,int4,0,0,20,0.5046728971962616,0.5654450261780105,0.45569620253164556
Spanish,Base,int4,0,0,20,0.5399325084364455,0.5228758169934641,0.5581395348837209
InDomain,Base,fp32,0,0,24,0.6811945117029864,0.6251851851851852,0.74822695035461
OutDomain,Base,fp32,0,0,24,0.69150521609538,0.6853766617429837,0.6977443609022557
Twitter,Base,fp32,0,0,24,0.7452229299363058,0.7155963302752294,0.7774086378737541
English,Base,fp32,0,0,24,0.5482456140350878,0.5707762557077626,0.5274261603375527
Spanish,Base,fp32,0,0,24,0.5683530678148547,0.5290581162324649,0.6139534883720931
InDomain,Base,fp16,0,0,24,0.6811945117029864,0.6251851851851852,0.74822695035461
OutDomain,Base,fp16,0,0,24,0.6935123042505593,0.6878698224852071,0.6992481203007519
Twitter,Base,fp16,0,0,24,0.7440381558028617,0.7134146341463414,0.7774086378737541
English,Base,fp16,0,0,24,0.5482456140350878,0.5707762557077626,0.5274261603375527
Spanish,Base,fp16,0,0,24,0.5677419354838711,0.528,0.6139534883720931
InDomain,Base,int8,0,0,24,0.6800966962127316,0.6233382570162481,0.74822695035461
OutDomain,Base,int8,0,0,24,0.7040358744394618,0.6998514115898959,0.7082706766917293
Twitter,Base,int8,0,0,24,0.757188498402556,0.7292307692307692,0.7873754152823921
English,Base,int8,0,0,24,0.5539803707742639,0.5733634311512416,0.5358649789029536
Spanish,Base,int8,0,0,24,0.5744908896034299,0.532803180914513,0.6232558139534884
InDomain,Base,int4,0,0,24,0.653061224489796,0.6051437216338881,0.7092198581560284
OutDomain,Base,int4,0,0,24,0.6712328767123288,0.6795069337442219,0.6631578947368421
Twitter,Base,int4,0,0,24,0.7120253164556962,0.6797583081570997,0.7475083056478405
English,Base,int4,0,0,24,0.5035294117647059,0.5691489361702128,0.45147679324894513
Spanish,Base,int4,0,0,24,0.5334846765039728,0.5210643015521065,0.5465116279069767
InDomain,Base,fp32,0,0,28,0.679549114331723,0.6224188790560472,0.74822695035461
OutDomain,Base,fp32,0,0,28,0.7035100821508589,0.6988130563798219,0.7082706766917293
Twitter,Base,fp32,0,0,28,0.752,0.7253086419753086,0.7807308970099668
English,Base,fp32,0,0,28,0.5446527012127893,0.5704387990762124,0.5210970464135021
Spanish,Base,fp32,0,0,28,0.5567685589519651,0.5246913580246914,0.5930232558139535
InDomain,Base,fp16,0,0,28,0.6800966962127316,0.6233382570162481,0.74822695035461
OutDomain,Base,fp16,0,0,28,0.7014925373134329,0.6962962962962963,0.706766917293233
Twitter,Base,fp16,0,0,28,0.7532051282051281,0.7275541795665634,0.7807308970099668
English,Base,fp16,0,0,28,0.5446527012127893,0.5704387990762124,0.5210970464135021
Spanish,Base,fp16,0,0,28,0.5567685589519651,0.5246913580246914,0.5930232558139535
InDomain,Base,int8,0,0,28,0.6790622473726757,0.6240713224368499,0.7446808510638298
OutDomain,Base,int8,0,0,28,0.7085201793721974,0.7043090638930164,0.7127819548872181
Twitter,Base,int8,0,0,28,0.7584000000000001,0.7314814814814815,0.7873754152823921
English,Base,int8,0,0,28,0.5365321701199564,0.5553047404063205,0.5189873417721519
Spanish,Base,int8,0,0,28,0.5586956521739129,0.5244897959183673,0.5976744186046512
InDomain,Base,int4,0,0,28,0.6535303776683087,0.6085626911314985,0.7056737588652482
OutDomain,Base,int4,0,0,28,0.6717325227963525,0.6789554531490015,0.6646616541353384
Twitter,Base,int4,0,0,28,0.7120253164556962,0.6797583081570997,0.7475083056478405
English,Base,int4,0,0,28,0.501775147928994,0.5714285714285714,0.4472573839662447
Spanish,Base,int4,0,0,28,0.5238649592549476,0.5244755244755245,0.5232558139534884
InDomain,Base,fp32,0,0,32,0.6866883116883118,0.6332335329341318,0.75
OutDomain,Base,fp32,0,0,32,0.7014147431124347,0.6946902654867256,0.7082706766917293
Twitter,Base,fp32,0,0,32,0.7532051282051281,0.7275541795665634,0.7807308970099668
English,Base,fp32,0,0,32,0.534521158129176,0.5660377358490566,0.5063291139240507
Spanish,Base,fp32,0,0,32,0.5501691093573845,0.5339168490153173,0.5674418604651162
InDomain,Base,fp16,0,0,32,0.6866883116883118,0.6332335329341318,0.75
OutDomain,Base,fp16,0,0,32,0.7019374068554396,0.6957163958641064,0.7082706766917293
Twitter,Base,fp16,0,0,32,0.7532051282051281,0.7275541795665634,0.7807308970099668
English,Base,fp16,0,0,32,0.5351170568561874,0.5673758865248227,0.5063291139240507
Spanish,Base,fp16,0,0,32,0.5507900677200902,0.5350877192982456,0.5674418604651162
InDomain,Base,int8,0,0,32,0.6845093268450932,0.6307922272047832,0.74822695035461
OutDomain,Base,int8,0,0,32,0.7180254300673149,0.7142857142857143,0.7218045112781954
Twitter,Base,int8,0,0,32,0.7637540453074434,0.7444794952681388,0.7840531561461794
English,Base,int8,0,0,32,0.5286343612334802,0.5529953917050692,0.5063291139240507
Spanish,Base,int8,0,0,32,0.5487528344671202,0.5353982300884956,0.5627906976744186
InDomain,Base,int4,0,0,32,0.6567656765676567,0.6141975308641975,0.7056737588652482
OutDomain,Base,int4,0,0,32,0.6595744680851063,0.6666666666666666,0.6526315789473685
Twitter,Base,int4,0,0,32,0.7025316455696202,0.6706948640483383,0.7375415282392026
English,Base,int4,0,0,32,0.4830917874396135,0.5649717514124294,0.4219409282700422
Spanish,Base,int4,0,0,32,0.5085158150851582,0.5331632653061225,0.48604651162790696
InDomain,Base,fp32,0,0,36,0.6904955320877335,0.6371814092953523,0.7535460992907801
OutDomain,Base,fp32,0,0,36,0.7066766691672918,0.7050898203592815,0.7082706766917293
Twitter,Base,fp32,0,0,36,0.755700325732899,0.7412140575079872,0.770764119601329
English,Base,fp32,0,0,36,0.530751708428246,0.5767326732673267,0.49156118143459915
Spanish,Base,fp32,0,0,36,0.5272938443670151,0.5266821345707656,0.5279069767441861
InDomain,Base,fp16,0,0,36,0.6904955320877335,0.6371814092953523,0.7535460992907801
OutDomain,Base,fp16,0,0,36,0.7066766691672918,0.7050898203592815,0.7082706766917293
Twitter,Base,fp16,0,0,36,0.7544715447154471,0.7388535031847133,0.770764119601329
English,Base,fp16,0,0,36,0.530751708428246,0.5767326732673267,0.49156118143459915
Spanish,Base,fp16,0,0,36,0.5308498253783469,0.5314685314685315,0.5302325581395348
InDomain,Base,int8,0,0,36,0.6883116883116884,0.6347305389221557,0.75177304964539
OutDomain,Base,int8,0,0,36,0.7250755287009062,0.7283763277693475,0.7218045112781954
Twitter,Base,int8,0,0,36,0.7581699346405228,0.7459807073954984,0.770764119601329
English,Base,int8,0,0,36,0.5208568207440811,0.559322033898305,0.4873417721518987
Spanish,Base,int8,0,0,36,0.5238649592549476,0.5244755244755245,0.5232558139534884
InDomain,Base,int4,0,0,36,0.6512013256006628,0.6111975116640747,0.6968085106382979
OutDomain,Base,int4,0,0,36,0.648814078041316,0.660436137071651,0.637593984962406
Twitter,Base,int4,0,0,36,0.7101910828025478,0.6819571865443425,0.7408637873754153
English,Base,int4,0,0,36,0.47713226205191595,0.5761194029850746,0.40717299578059074
Spanish,Base,int4,0,0,36,0.5,0.5502793296089385,0.45813953488372094
InDomain,Base,fp32,0,0,40,0.6873469387755102,0.6369137670196672,0.7464539007092199
OutDomain,Base,fp32,0,0,40,0.697428139183056,0.7016742770167428,0.6932330827067669
Twitter,Base,fp32,0,0,40,0.760797342192691,0.760797342192691,0.760797342192691
English,Base,fp32,0,0,40,0.5189437428243397,0.5692695214105793,0.4767932489451477
Spanish,Base,fp32,0,0,40,0.5272067714631197,0.5491183879093199,0.5069767441860465
InDomain,Base,fp16,0,0,40,0.6890343698854338,0.6398176291793313,0.7464539007092199
OutDomain,Base,fp16,0,0,40,0.697428139183056,0.7016742770167428,0.6932330827067669
Twitter,Base,fp16,0,0,40,0.760797342192691,0.760797342192691,0.760797342192691
English,Base,fp16,0,0,40,0.5189437428243397,0.5692695214105793,0.4767932489451477
Spanish,Base,fp16,0,0,40,0.5289855072463768,0.550251256281407,0.5093023255813953
InDomain,Base,int8,0,0,40,0.6901062959934587,0.6403641881638846,0.74822695035461
OutDomain,Base,int8,0,0,40,0.7123287671232876,0.7211093990755008,0.7037593984962406
Twitter,Base,int8,0,0,40,0.7557755775577558,0.7508196721311475,0.760797342192691
English,Base,int8,0,0,40,0.5118912797281994,0.5525672371638142,0.4767932489451477
Spanish,Base,int8,0,0,40,0.5249088699878494,0.549618320610687,0.5023255813953489
InDomain,Base,int4,0,0,40,0.632279534109817,0.5956112852664577,0.6737588652482269
OutDomain,Base,int4,0,0,40,0.6372093023255814,0.6576,0.6180451127819548
Twitter,Base,int4,0,0,40,0.7278688524590164,0.7184466019417476,0.7375415282392026
English,Base,int4,0,0,40,0.46406052963430006,0.5768025078369906,0.3881856540084388
Spanish,Base,int4,0,0,40,0.47182175622542594,0.5405405405405406,0.4186046511627907
InDomain,Base,fp32,0,1,4,0.6788079470198676,0.6366459627329193,0.7269503546099291
OutDomain,Base,fp32,0,1,4,0.7008416220351951,0.7133956386292835,0.6887218045112782
Twitter,Base,fp32,0,1,4,0.7521079258010118,0.7636986301369864,0.7408637873754153
English,Base,fp32,0,1,4,0.5115740740740741,0.5666666666666667,0.46624472573839665
Spanish,Base,fp32,0,1,4,0.49812265331664585,0.5392953929539296,0.4627906976744186
InDomain,Base,fp16,0,1,4,0.6788079470198676,0.6366459627329193,0.7269503546099291
OutDomain,Base,fp16,0,1,4,0.7008416220351951,0.7133956386292835,0.6887218045112782
Twitter,Base,fp16,0,1,4,0.7554806070826307,0.7671232876712328,0.7441860465116279
English,Base,fp16,0,1,4,0.5115740740740741,0.5666666666666667,0.46624472573839665
Spanish,Base,fp16,0,1,4,0.49812265331664585,0.5392953929539296,0.4627906976744186
InDomain,Base,int8,0,1,4,0.6832092638544252,0.6403100775193798,0.7322695035460993
OutDomain,Base,int8,0,1,4,0.7077625570776256,0.7164869029275809,0.6992481203007519
Twitter,Base,int8,0,1,4,0.7529411764705882,0.7619047619047619,0.7441860465116279
English,Base,int8,0,1,4,0.5114155251141552,0.5572139303482587,0.47257383966244726
Spanish,Base,int8,0,1,4,0.4962406015037594,0.5380434782608695,0.4604651162790698
InDomain,Base,int4,0,1,4,0.6182432432432432,0.5903225806451613,0.648936170212766
OutDomain,Base,int4,0,1,4,0.6210691823899371,0.6507413509060955,0.5939849624060151
Twitter,Base,int4,0,1,4,0.6986754966887417,0.6963696369636964,0.7009966777408638
English,Base,int4,0,1,4,0.4535031847133758,0.572347266881029,0.3755274261603376
Spanish,Base,int4,0,1,4,0.4613259668508287,0.5680272108843537,0.3883720930232558
InDomain,Base,fp32,0,1,8,0.6837748344370861,0.6413043478260869,0.7322695035460993
OutDomain,Base,fp32,0,1,8,0.6991622239146992,0.7083333333333334,0.6902255639097744
Twitter,Base,fp32,0,1,8,0.7521079258010118,0.7636986301369864,0.7408637873754153
English,Base,fp32,0,1,8,0.5143513203214697,0.5642317380352645,0.47257383966244726
Spanish,Base,fp32,0,1,8,0.49304677623261695,0.5401662049861495,0.45348837209302323
InDomain,Base,fp16,0,1,8,0.6837748344370861,0.6413043478260869,0.7322695035460993
OutDomain,Base,fp16,0,1,8,0.6991622239146992,0.7083333333333334,0.6902255639097744
Twitter,Base,fp16,0,1,8,0.7521079258010118,0.7636986301369864,0.7408637873754153
English,Base,fp16,0,1,8,0.5120551090700344,0.5617128463476071,0.4704641350210971
Spanish,Base,fp16,0,1,8,0.49304677623261695,0.5401662049861495,0.45348837209302323
InDomain,Base,int8,0,1,8,0.6826843413421707,0.640746500777605,0.7304964539007093
OutDomain,Base,int8,0,1,8,0.7076689445709946,0.7147239263803681,0.7007518796992481
Twitter,Base,int8,0,1,8,0.7563025210084033,0.7653061224489796,0.7475083056478405
English,Base,int8,0,1,8,0.5113636363636364,0.5541871921182266,0.47468354430379744
Spanish,Base,int8,0,1,8,0.5025125628140704,0.546448087431694,0.46511627906976744
InDomain,Base,int4,0,1,8,0.6182749786507259,0.5963756177924218,0.6418439716312057
OutDomain,Base,int4,0,1,8,0.616822429906542,0.6397415185783522,0.5954887218045113
Twitter,Base,int4,0,1,8,0.7106598984771574,0.7241379310344828,0.6976744186046512
English,Base,int4,0,1,8,0.45268542199488493,0.5746753246753247,0.37341772151898733
Spanish,Base,int4,0,1,8,0.45658263305322133,0.573943661971831,0.37906976744186044
InDomain,Base,fp32,0,1,12,0.6870860927152317,0.6444099378881988,0.7358156028368794
OutDomain,Base,fp32,0,1,12,0.7127659574468086,0.7204301075268817,0.7052631578947368
Twitter,Base,fp32,0,1,12,0.7449664429530202,0.752542372881356,0.7375415282392026
English,Base,fp32,0,1,12,0.5153234960272418,0.5577395577395577,0.47890295358649787
Spanish,Base,fp32,0,1,12,0.49746192893401014,0.547486033519553,0.4558139534883721
InDomain,Base,fp16,0,1,12,0.6882255389718077,0.6464174454828661,0.7358156028368794
OutDomain,Base,fp16,0,1,12,0.7138508371385084,0.7226502311248074,0.7052631578947368
Twitter,Base,fp16,0,1,12,0.7449664429530202,0.752542372881356,0.7375415282392026
English,Base,fp16,0,1,12,0.5153234960272418,0.5577395577395577,0.47890295358649787
Spanish,Base,fp16,0,1,12,0.4968314321926489,0.5459610027855153,0.4558139534883721
InDomain,Base,int8,0,1,12,0.6910907577019152,0.6514913657770801,0.7358156028368794
OutDomain,Base,int8,0,1,12,0.7177541729893778,0.7243491577335375,0.7112781954887218
Twitter,Base,int8,0,1,12,0.7596638655462185,0.7687074829931972,0.7508305647840532
English,Base,int8,0,1,12,0.5027932960893854,0.5344418052256532,0.47468354430379744
Spanish,Base,int8,0,1,12,0.4962406015037594,0.5380434782608695,0.4604651162790698
InDomain,Base,int4,0,1,12,0.6182749786507259,0.5963756177924218,0.6418439716312057
OutDomain,Base,int4,0,1,12,0.6217054263565892,0.6416,0.6030075187969924
Twitter,Base,int4,0,1,12,0.7070707070707071,0.7167235494880546,0.6976744186046512
English,Base,int4,0,1,12,0.45153061224489793,0.5709677419354838,0.37341772151898733
Spanish,Base,int4,0,1,12,0.4581005586592179,0.5734265734265734,0.3813953488372093
InDomain,Base,fp32,0,1,16,0.6955796497080902,0.6566929133858268,0.7393617021276596
OutDomain,Base,fp32,0,1,16,0.7119938884644768,0.7236024844720497,0.7007518796992481
Twitter,Base,fp32,0,1,16,0.743718592964824,0.75,0.7375415282392026
English,Base,fp32,0,1,16,0.5176738882554163,0.5632754342431762,0.47890295358649787
Spanish,Base,fp32,0,1,16,0.5025380710659898,0.553072625698324,0.4604651162790698
InDomain,Base,fp16,0,1,16,0.6950000000000001,0.6556603773584906,0.7393617021276596
OutDomain,Base,fp16,0,1,16,0.7119938884644768,0.7236024844720497,0.7007518796992481
Twitter,Base,fp16,0,1,16,0.743718592964824,0.75,0.7375415282392026
English,Base,fp16,0,1,16,0.5176738882554163,0.5632754342431762,0.47890295358649787
Spanish,Base,fp16,0,1,16,0.5031766200762389,0.5546218487394958,0.4604651162790698
InDomain,Base,int8,0,1,16,0.6968174204355108,0.6603174603174603,0.7375886524822695
OutDomain,Base,int8,0,1,16,0.7184170471841704,0.7272727272727273,0.7097744360902256
Twitter,Base,int8,0,1,16,0.7483221476510067,0.7559322033898305,0.7408637873754153
English,Base,int8,0,1,16,0.5106861642294712,0.5469879518072289,0.47890295358649787
Spanish,Base,int8,0,1,16,0.51010101010101,0.5580110497237569,0.4697674418604651
InDomain,Base,int4,0,1,16,0.6306769494430163,0.6102819237147595,0.6524822695035462
OutDomain,Base,int4,0,1,16,0.6287937743190661,0.6516129032258065,0.6075187969924812
Twitter,Base,int4,0,1,16,0.7164685908319185,0.7326388888888888,0.7009966777408638
English,Base,int4,0,1,16,0.4509554140127388,0.5691318327974276,0.37341772151898733
Spanish,Base,int4,0,1,16,0.46348314606741575,0.5851063829787234,0.38372093023255816
InDomain,Base,fp32,0,1,20,0.7067669172932332,0.6682464454976303,0.75
OutDomain,Base,fp32,0,1,20,0.7149390243902439,0.7248840803709428,0.7052631578947368
Twitter,Base,fp32,0,1,20,0.7559322033898306,0.7716262975778547,0.7408637873754153
English,Base,fp32,0,1,20,0.5201380897583429,0.5721518987341773,0.4767932489451477
Spanish,Base,fp32,0,1,20,0.5171974522292994,0.571830985915493,0.4720930232558139
InDomain,Base,fp16,0,1,20,0.7045075125208682,0.6656151419558359,0.74822695035461
OutDomain,Base,fp16,0,1,20,0.7145038167938932,0.7255813953488373,0.7037593984962406
Twitter,Base,fp16,0,1,20,0.7559322033898306,0.7716262975778547,0.7408637873754153
English,Base,fp16,0,1,20,0.5201380897583429,0.5721518987341773,0.4767932489451477
Spanish,Base,fp16,0,1,20,0.5171974522292994,0.571830985915493,0.4720930232558139
InDomain,Base,int8,0,1,20,0.7041072925398156,0.6677265500794912,0.7446808510638298
OutDomain,Base,int8,0,1,20,0.7236641221374046,0.7348837209302326,0.7127819548872181
Twitter,Base,int8,0,1,20,0.7563025210084033,0.7653061224489796,0.7475083056478405
English,Base,int8,0,1,20,0.5147392290249433,0.5563725490196079,0.47890295358649787
Spanish,Base,int8,0,1,20,0.5220680958385877,0.5702479338842975,0.4813953488372093
InDomain,Base,int4,0,1,20,0.6297872340425531,0.6055646481178396,0.6560283687943262
OutDomain,Base,int4,0,1,20,0.6298600311041991,0.6521739130434783,0.6090225563909775
Twitter,Base,int4,0,1,20,0.7130730050933787,0.7291666666666666,0.6976744186046512
English,Base,int4,0,1,20,0.45977011494252873,0.5825242718446602,0.379746835443038
Spanish,Base,int4,0,1,20,0.46629213483146065,0.5886524822695035,0.386046511627907
InDomain,Base,fp32,0,1,24,0.6994171523730225,0.6593406593406593,0.7446808510638298
OutDomain,Base,fp32,0,1,24,0.7214121258633922,0.7366771159874608,0.706766917293233
Twitter,Base,fp32,0,1,24,0.763385146804836,0.7949640287769785,0.7342192691029901
English,Base,fp32,0,1,24,0.5280373831775701,0.5916230366492147,0.4767932489451477
Spanish,Base,fp32,0,1,24,0.5186136071887034,0.5787965616045845,0.4697674418604651
InDomain,Base,fp16,0,1,24,0.6994171523730225,0.6593406593406593,0.7446808510638298
OutDomain,Base,fp16,0,1,24,0.7239263803680981,0.7386541471048513,0.7097744360902256
Twitter,Base,fp16,0,1,24,0.7647058823529411,0.7978339350180506,0.7342192691029901
English,Base,fp16,0,1,24,0.5280373831775701,0.5916230366492147,0.4767932489451477
Spanish,Base,fp16,0,1,24,0.519280205655527,0.5804597701149425,0.4697674418604651
InDomain,Base,int8,0,1,24,0.7050960735171262,0.6666666666666666,0.74822695035461
OutDomain,Base,int8,0,1,24,0.7247706422018348,0.7371695178849145,0.7127819548872181
Twitter,Base,int8,0,1,24,0.756388415672913,0.7762237762237763,0.7375415282392026
English,Base,int8,0,1,24,0.5242494226327944,0.5790816326530612,0.47890295358649787
Spanish,Base,int8,0,1,24,0.5299363057324841,0.5859154929577465,0.48372093023255813
InDomain,Base,int4,0,1,24,0.6246808510638299,0.6006546644844517,0.650709219858156
OutDomain,Base,int4,0,1,24,0.6256809338521401,0.6483870967741936,0.6045112781954888
Twitter,Base,int4,0,1,24,0.7155322862129145,0.7536764705882353,0.6810631229235881
English,Base,int4,0,1,24,0.4541935483870968,0.584717607973422,0.37130801687763715
